marital_status;hours_per_week;age;education;income
Never-married;40;20;Some-college;<=50K
Divorced;40;52;Masters;<=50K
Married-civ-spouse;41;47;Masters;>50K
Married-civ-spouse;45;34;Bachelors;<=50K
Never-married;40;26;HS-grad;<=50K
Never-married;40;20;HS-grad;<=50K
Divorced;70;45;Some-college;<=50K
Never-married;50;29;HS-grad;<=50K
Married-civ-spouse;70;39;Some-college;<=50K
Divorced;30;29;HS-grad;<=50K
Never-married;40;25;Some-college;<=50K
Married-civ-spouse;40;54;HS-grad;<=50K
Never-married;50;51;Prof-school;>50K
Married-civ-spouse;35;36;Assoc-acdm;<=50K
Never-married;25;20;Some-college;<=50K
Never-married;40;29;11th;<=50K
Never-married;60;31;Masters;>50K
Widowed;20;65;HS-grad;<=50K
Married-civ-spouse;40;33;Some-college;>50K
Married-civ-spouse;45;22;HS-grad;<=50K
Never-married;50;23;Bachelors;>50K
Married-civ-spouse;40;26;HS-grad;>50K
Married-civ-spouse;40;46;HS-grad;<=50K
Married-civ-spouse;45;40;Bachelors;<=50K
Never-married;20;18;HS-grad;<=50K
Married-civ-spouse;40;39;Some-college;>50K
Married-civ-spouse;40;51;Preschool;<=50K
Married-civ-spouse;20;72;HS-grad;<=50K
Never-married;30;20;Some-college;<=50K
Never-married;25;24;Masters;<=50K
Separated;40;50;HS-grad;<=50K
Divorced;50;39;Bachelors;>50K
Married-civ-spouse;40;41;HS-grad;<=50K
Married-civ-spouse;35;46;Bachelors;>50K
Never-married;30;23;11th;<=50K
Married-civ-spouse;45;36;HS-grad;>50K
Married-civ-spouse;52;41;Bachelors;<=50K
Married-spouse-absent;60;38;Doctorate;>50K
Divorced;16;74;HS-grad;<=50K
Separated;60;34;Assoc-acdm;<=50K
Married-civ-spouse;50;31;HS-grad;>50K
Never-married;15;22;Assoc-acdm;<=50K
Married-civ-spouse;40;40;HS-grad;>50K
Divorced;40;42;Bachelors;<=50K
Married-civ-spouse;40;40;Some-college;<=50K
Never-married;16;17;10th;<=50K
Never-married;45;30;Bachelors;>50K
Widowed;40;51;Some-college;<=50K
Married-civ-spouse;44;49;HS-grad;<=50K
Married-civ-spouse;21;72;Some-college;<=50K
Married-civ-spouse;50;33;Bachelors;<=50K
Divorced;40;41;Bachelors;<=50K
Never-married;40;26;HS-grad;<=50K
Never-married;10;23;Masters;<=50K
Divorced;40;41;HS-grad;<=50K
Married-civ-spouse;36;19;HS-grad;<=50K
Married-civ-spouse;20;74;Some-college;>50K
Never-married;15;17;10th;<=50K
Never-married;35;21;HS-grad;<=50K
Divorced;40;29;HS-grad;<=50K
Married-civ-spouse;40;42;11th;<=50K
Married-civ-spouse;40;38;HS-grad;<=50K
Never-married;10;19;Some-college;<=50K
Never-married;25;22;Some-college;<=50K
Divorced;50;32;11th;<=50K
Never-married;38;28;Assoc-acdm;<=50K
Married-civ-spouse;62;33;Assoc-voc;<=50K
Never-married;60;35;Some-college;>50K
Never-married;50;45;Prof-school;>50K
Married-civ-spouse;40;28;HS-grad;<=50K
Married-civ-spouse;60;42;Bachelors;>50K
Married-civ-spouse;20;35;Bachelors;>50K
Never-married;50;24;Bachelors;<=50K
Never-married;20;19;HS-grad;<=50K
Married-civ-spouse;60;40;Some-college;>50K
Never-married;40;25;11th;<=50K
Married-civ-spouse;40;50;Some-college;>50K
Never-married;52;28;Some-college;<=50K
Married-civ-spouse;40;33;HS-grad;<=50K
Married-civ-spouse;8;67;Some-college;<=50K
Married-civ-spouse;46;30;HS-grad;<=50K
Married-civ-spouse;60;51;HS-grad;<=50K
Never-married;12;17;11th;<=50K
Never-married;28;25;Bachelors;<=50K
Married-civ-spouse;40;52;Bachelors;>50K
Never-married;40;56;HS-grad;<=50K
Divorced;38;56;Doctorate;<=50K
Married-civ-spouse;75;30;HS-grad;<=50K
Divorced;35;49;11th;<=50K
Married-civ-spouse;40;41;Some-college;<=50K
Married-civ-spouse;40;59;Bachelors;<=50K
Never-married;15;23;Bachelors;<=50K
Never-married;12;90;Some-college;<=50K
Married-civ-spouse;40;38;HS-grad;<=50K
Divorced;40;38;12th;<=50K
Never-married;40;29;Assoc-voc;<=50K
Never-married;30;19;Some-college;<=50K
Never-married;20;21;Some-college;<=50K
Married-civ-spouse;68;63;Masters;>50K
Married-civ-spouse;50;54;HS-grad;>50K
Divorced;32;54;HS-grad;<=50K
Married-civ-spouse;15;55;Bachelors;<=50K
Never-married;20;26;Some-college;<=50K
Never-married;20;18;12th;<=50K
Married-civ-spouse;5;61;Prof-school;>50K
Married-civ-spouse;40;57;HS-grad;>50K
Married-civ-spouse;50;43;Some-college;<=50K
Divorced;45;52;HS-grad;>50K
Never-married;40;24;Assoc-acdm;<=50K
Divorced;40;33;HS-grad;<=50K
Never-married;40;36;Some-college;<=50K
Widowed;25;74;HS-grad;<=50K
Divorced;40;33;10th;<=50K
Married-civ-spouse;40;36;Some-college;<=50K
Divorced;44;27;Some-college;<=50K
Married-civ-spouse;16;67;10th;<=50K
Never-married;40;34;Masters;<=50K
Divorced;40;42;Bachelors;<=50K
Separated;30;60;Some-college;<=50K
Married-civ-spouse;40;57;Some-college;>50K
Married-civ-spouse;36;48;HS-grad;<=50K
Married-civ-spouse;43;30;HS-grad;<=50K
Never-married;40;26;Bachelors;<=50K
Widowed;40;63;Some-college;<=50K
Married-civ-spouse;40;35;HS-grad;<=50K
Divorced;45;31;HS-grad;<=50K
Married-spouse-absent;40;46;Assoc-voc;<=50K
Married-civ-spouse;45;50;Some-college;>50K
Never-married;20;23;Bachelors;<=50K
Married-civ-spouse;50;49;Bachelors;>50K
Separated;60;43;Bachelors;>50K
Never-married;15;19;Some-college;<=50K
Divorced;40;60;Some-college;<=50K
Married-civ-spouse;43;27;HS-grad;<=50K
Never-married;35;20;Some-college;<=50K
Never-married;50;23;Some-college;<=50K
Never-married;16;17;12th;<=50K
Married-civ-spouse;40;31;Some-college;>50K
Married-civ-spouse;99;29;11th;>50K
Never-married;40;28;10th;<=50K
Married-spouse-absent;40;22;Some-college;<=50K
Married-civ-spouse;60;40;HS-grad;<=50K
Married-civ-spouse;60;53;HS-grad;<=50K
Never-married;35;21;Some-college;<=50K
Divorced;65;42;Bachelors;<=50K
Divorced;30;32;12th;<=50K
Never-married;50;22;Assoc-voc;<=50K
Never-married;40;48;Masters;<=50K
Married-civ-spouse;40;59;Bachelors;<=50K
Married-civ-spouse;43;31;12th;<=50K
Divorced;36;46;Assoc-voc;<=50K
Married-civ-spouse;40;27;HS-grad;<=50K
Never-married;55;18;11th;<=50K
Never-married;15;19;11th;<=50K
Divorced;20;55;HS-grad;<=50K
Never-married;30;18;11th;<=50K
Married-civ-spouse;40;63;Masters;>50K
Married-civ-spouse;38;44;Some-college;>50K
Never-married;45;40;HS-grad;<=50K
Never-married;45;33;HS-grad;<=50K
Never-married;40;36;9th;<=50K
Never-married;60;42;HS-grad;>50K
Never-married;38;25;9th;<=50K
Never-married;15;18;11th;<=50K
Never-married;40;27;Some-college;<=50K
Married-spouse-absent;40;30;Masters;<=50K
Never-married;16;17;11th;<=50K
Married-civ-spouse;40;39;Bachelors;>50K
Widowed;4;78;Assoc-acdm;<=50K
Married-civ-spouse;55;33;Masters;>50K
Married-civ-spouse;40;54;Bachelors;<=50K
Never-married;20;19;HS-grad;<=50K
Never-married;12;18;11th;<=50K
Married-civ-spouse;45;54;Bachelors;<=50K
Married-civ-spouse;40;47;Bachelors;>50K
Married-civ-spouse;70;43;HS-grad;<=50K
Married-civ-spouse;65;35;Prof-school;>50K
Married-civ-spouse;45;43;HS-grad;<=50K
Never-married;40;23;Bachelors;<=50K
Married-civ-spouse;40;70;HS-grad;<=50K
Married-civ-spouse;48;29;Assoc-voc;>50K
Never-married;40;41;HS-grad;<=50K
Married-civ-spouse;45;30;Bachelors;>50K
Married-civ-spouse;40;51;Some-college;<=50K
Never-married;40;67;Masters;<=50K
Never-married;40;30;HS-grad;<=50K
Never-married;40;20;HS-grad;<=50K
Divorced;40;35;HS-grad;<=50K
Never-married;25;20;Some-college;<=50K
Married-civ-spouse;50;47;Bachelors;>50K
Never-married;40;25;Bachelors;>50K
Married-civ-spouse;20;38;Bachelors;>50K
Married-civ-spouse;38;41;Masters;>50K
Never-married;18;20;Some-college;<=50K
Never-married;35;20;Some-college;<=50K
Married-civ-spouse;60;51;Some-college;<=50K
Divorced;40;30;Some-college;<=50K
Divorced;40;36;HS-grad;<=50K
Married-civ-spouse;40;64;Some-college;<=50K
Divorced;25;46;Bachelors;>50K
Never-married;40;26;11th;<=50K
Never-married;12;17;12th;<=50K
Never-married;60;18;Masters;<=50K
Never-married;20;26;Some-college;<=50K
Divorced;45;38;HS-grad;<=50K
Married-civ-spouse;40;45;Bachelors;<=50K
Married-civ-spouse;40;43;Bachelors;<=50K
Married-civ-spouse;42;33;HS-grad;>50K
Never-married;30;18;12th;<=50K
Divorced;32;24;HS-grad;<=50K
Married-civ-spouse;70;52;Doctorate;>50K
Married-civ-spouse;40;33;Bachelors;>50K
Never-married;40;22;Bachelors;<=50K
Married-civ-spouse;42;31;9th;<=50K
Separated;35;59;HS-grad;<=50K
Never-married;40;90;Masters;<=50K
Married-civ-spouse;80;62;Some-college;<=50K
Divorced;34;29;HS-grad;<=50K
Never-married;40;25;Bachelors;<=50K
Never-married;40;26;Assoc-voc;<=50K
Never-married;40;19;HS-grad;<=50K
Married-civ-spouse;18;70;9th;<=50K
Never-married;70;33;Assoc-voc;<=50K
Never-married;35;18;HS-grad;<=50K
Divorced;40;53;Masters;<=50K
Married-civ-spouse;45;57;Bachelors;>50K
Never-married;30;24;Bachelors;<=50K
Never-married;60;29;Assoc-acdm;<=50K
Married-civ-spouse;40;44;Some-college;>50K
Married-civ-spouse;40;28;Some-college;<=50K
Never-married;40;20;10th;<=50K
Never-married;15;18;11th;<=50K
Never-married;40;18;10th;<=50K
Married-civ-spouse;40;51;HS-grad;<=50K
Divorced;40;43;HS-grad;<=50K
Divorced;40;46;Some-college;<=50K
Divorced;48;46;HS-grad;>50K
Never-married;27;18;10th;<=50K
Widowed;40;58;HS-grad;<=50K
Never-married;30;21;Some-college;<=50K
Married-civ-spouse;60;49;HS-grad;<=50K
Never-married;25;20;Some-college;<=50K
Divorced;40;29;HS-grad;<=50K
Married-civ-spouse;58;61;9th;>50K
Widowed;5;78;Some-college;<=50K
Married-civ-spouse;33;70;HS-grad;<=50K
Never-married;50;21;Some-college;<=50K
Married-civ-spouse;24;47;HS-grad;<=50K
Never-married;55;31;Masters;>50K
Divorced;60;54;Bachelors;<=50K
Never-married;40;29;Bachelors;<=50K
Never-married;40;47;11th;<=50K
Married-civ-spouse;50;40;Masters;>50K
Separated;3;36;Assoc-acdm;<=50K
Married-civ-spouse;40;57;HS-grad;<=50K
Never-married;40;23;Bachelors;<=50K
Married-civ-spouse;50;66;Some-college;<=50K
Married-civ-spouse;40;44;Bachelors;<=50K
Married-civ-spouse;40;52;12th;>50K
Married-civ-spouse;50;59;9th;<=50K
Never-married;40;33;HS-grad;<=50K
Divorced;48;40;Some-college;<=50K
Married-civ-spouse;20;50;HS-grad;>50K
Married-civ-spouse;38;44;Some-college;>50K
Married-civ-spouse;40;44;Some-college;<=50K
Married-AF-spouse;40;28;10th;<=50K
Married-civ-spouse;40;56;5th-6th;<=50K
Married-civ-spouse;40;47;HS-grad;<=50K
Married-civ-spouse;40;62;Assoc-voc;<=50K
Never-married;40;42;9th;<=50K
Never-married;40;21;HS-grad;<=50K
Divorced;40;40;HS-grad;<=50K
Divorced;40;19;Some-college;<=50K
Married-civ-spouse;50;41;Prof-school;>50K
Married-civ-spouse;45;46;Masters;>50K
Never-married;50;30;Bachelors;<=50K
Never-married;5;17;11th;<=50K
Divorced;40;52;Assoc-voc;<=50K
Never-married;40;22;Some-college;<=50K
Married-civ-spouse;40;45;Some-college;>50K
Never-married;36;21;Assoc-acdm;<=50K
Never-married;40;26;Some-college;<=50K
Married-civ-spouse;40;38;Prof-school;>50K
Never-married;26;28;Some-college;<=50K
Widowed;20;69;7th-8th;<=50K
Separated;50;43;Masters;<=50K
Married-civ-spouse;40;64;Masters;<=50K
Never-married;40;32;HS-grad;<=50K
Married-civ-spouse;35;39;11th;<=50K
Widowed;35;54;HS-grad;<=50K
Never-married;3;31;Assoc-acdm;<=50K
Married-civ-spouse;40;43;HS-grad;>50K
Married-civ-spouse;40;30;Bachelors;<=50K
Never-married;40;45;HS-grad;<=50K
Married-civ-spouse;40;43;Bachelors;>50K
Married-civ-spouse;50;46;HS-grad;<=50K
Never-married;40;21;Some-college;<=50K
Married-civ-spouse;40;51;HS-grad;>50K
Divorced;40;61;Some-college;<=50K
Never-married;40;34;HS-grad;<=50K
Never-married;40;23;HS-grad;<=50K
Married-civ-spouse;40;50;Assoc-voc;<=50K
Married-civ-spouse;40;30;Masters;>50K
Never-married;50;34;Assoc-voc;<=50K
Never-married;40;48;Masters;<=50K
Never-married;40;29;Some-college;<=50K
Married-civ-spouse;40;50;Some-college;<=50K
Married-civ-spouse;35;44;Bachelors;>50K
Never-married;40;21;Some-college;>50K
Never-married;35;21;HS-grad;<=50K
Never-married;40;25;Some-college;<=50K
Divorced;65;46;Doctorate;>50K
Divorced;40;44;Bachelors;<=50K
Married-civ-spouse;30;44;Bachelors;<=50K
Married-civ-spouse;40;48;Bachelors;<=50K
Married-civ-spouse;50;60;HS-grad;<=50K
Never-married;40;42;Some-college;<=50K
Widowed;40;54;HS-grad;<=50K
Married-civ-spouse;55;58;Bachelors;>50K
Never-married;40;24;Bachelors;<=50K
Never-married;40;23;HS-grad;<=50K
Married-civ-spouse;20;41;HS-grad;<=50K
Never-married;40;47;HS-grad;<=50K
Never-married;16;21;Some-college;<=50K
Married-civ-spouse;5;64;HS-grad;<=50K
Married-civ-spouse;60;34;HS-grad;<=50K
Married-civ-spouse;60;63;7th-8th;>50K
Married-civ-spouse;76;33;Assoc-voc;>50K
Never-married;40;42;Some-college;<=50K
Never-married;40;21;HS-grad;<=50K
Married-civ-spouse;60;44;Prof-school;>50K
Married-spouse-absent;40;25;Some-college;<=50K
Married-civ-spouse;10;66;HS-grad;<=50K
Married-civ-spouse;42;36;Bachelors;>50K
Married-civ-spouse;40;52;HS-grad;<=50K
Married-civ-spouse;40;28;Bachelors;<=50K
Never-married;40;31;Bachelors;<=50K
Divorced;65;58;10th;<=50K
Married-civ-spouse;45;42;Assoc-voc;>50K
Never-married;30;24;Some-college;<=50K
Married-civ-spouse;20;58;HS-grad;>50K
Married-civ-spouse;40;58;HS-grad;<=50K
Married-civ-spouse;45;22;HS-grad;<=50K
Married-civ-spouse;92;36;Some-college;<=50K
Married-civ-spouse;35;41;Assoc-voc;>50K
Widowed;15;73;HS-grad;<=50K
Never-married;40;28;10th;<=50K
Married-civ-spouse;55;50;Masters;>50K
Never-married;40;50;Bachelors;<=50K
Separated;20;60;HS-grad;<=50K
Never-married;35;20;Some-college;<=50K
Never-married;40;23;HS-grad;<=50K
Divorced;40;28;Bachelors;<=50K
Never-married;20;17;12th;<=50K
Married-civ-spouse;40;49;Some-college;<=50K
Married-civ-spouse;40;34;Bachelors;>50K
Married-civ-spouse;40;57;12th;>50K
Divorced;15;47;1st-4th;<=50K
Married-civ-spouse;15;50;HS-grad;<=50K
Never-married;60;25;HS-grad;<=50K
Never-married;40;33;HS-grad;<=50K
Never-married;40;30;HS-grad;<=50K
Divorced;30;52;Assoc-acdm;<=50K
Married-civ-spouse;42;47;Some-college;>50K
Married-civ-spouse;50;25;HS-grad;>50K
Never-married;50;19;HS-grad;<=50K
Married-civ-spouse;40;28;HS-grad;<=50K
Never-married;30;21;Some-college;<=50K
Married-spouse-absent;40;28;HS-grad;<=50K
Never-married;42;27;Assoc-acdm;<=50K
Married-civ-spouse;50;54;HS-grad;<=50K
Married-civ-spouse;55;31;HS-grad;<=50K
Never-married;30;17;10th;<=50K
Married-civ-spouse;40;35;Masters;<=50K
Married-civ-spouse;45;37;Assoc-acdm;<=50K
Never-married;20;18;HS-grad;<=50K
Widowed;24;65;7th-8th;<=50K
Married-civ-spouse;40;42;Masters;<=50K
Separated;40;32;Some-college;<=50K
Married-civ-spouse;40;50;Masters;>50K
Divorced;30;39;Masters;>50K
Never-married;40;43;Some-college;<=50K
Married-civ-spouse;40;34;HS-grad;<=50K
Divorced;45;41;Bachelors;<=50K
Married-civ-spouse;20;76;HS-grad;<=50K
Never-married;40;33;Assoc-voc;<=50K
Divorced;35;73;HS-grad;<=50K
Never-married;50;26;HS-grad;<=50K
Married-civ-spouse;40;64;7th-8th;<=50K
Never-married;40;34;Assoc-acdm;<=50K
Married-civ-spouse;30;30;HS-grad;<=50K
Divorced;40;44;HS-grad;>50K
Never-married;40;17;10th;<=50K
Married-civ-spouse;30;52;Some-college;<=50K
Married-civ-spouse;60;33;HS-grad;>50K
Divorced;5;41;Masters;>50K
Married-civ-spouse;45;54;Bachelors;>50K
Married-civ-spouse;55;36;Bachelors;<=50K
Married-civ-spouse;40;22;Some-college;<=50K
Married-civ-spouse;40;44;Masters;>50K
Married-civ-spouse;40;39;HS-grad;<=50K
Married-civ-spouse;40;44;HS-grad;<=50K
Never-married;20;20;Assoc-acdm;<=50K
Married-civ-spouse;40;51;Masters;>50K
Married-civ-spouse;55;57;HS-grad;<=50K
Married-civ-spouse;50;25;Bachelors;<=50K
Never-married;40;27;HS-grad;<=50K
Never-married;24;23;Some-college;<=50K
Married-civ-spouse;40;37;Bachelors;>50K
Married-civ-spouse;40;33;Some-college;>50K
Never-married;70;49;Doctorate;>50K
Divorced;37;30;Some-college;<=50K
Married-civ-spouse;45;32;Bachelors;>50K
Divorced;40;30;9th;<=50K
Divorced;40;29;HS-grad;<=50K
Separated;42;29;11th;<=50K
Never-married;40;25;Bachelors;<=50K
Married-civ-spouse;40;51;HS-grad;<=50K
Never-married;35;32;Some-college;<=50K
Married-civ-spouse;45;28;HS-grad;<=50K
Never-married;70;30;Bachelors;<=50K
Married-civ-spouse;40;37;Prof-school;<=50K
Never-married;38;29;HS-grad;<=50K
Separated;80;28;10th;<=50K
Married-civ-spouse;55;35;Bachelors;<=50K
Married-civ-spouse;55;40;Bachelors;>50K
Never-married;40;34;HS-grad;<=50K
Married-civ-spouse;40;54;Bachelors;>50K
Divorced;40;42;Assoc-voc;<=50K
Married-civ-spouse;55;33;Prof-school;>50K
Never-married;40;30;Bachelors;<=50K
Never-married;40;34;Some-college;<=50K
Married-civ-spouse;60;47;Bachelors;>50K
Married-civ-spouse;35;36;Doctorate;<=50K
Married-civ-spouse;40;23;10th;<=50K
Divorced;35;43;Assoc-acdm;<=50K
Married-civ-spouse;40;35;Some-college;<=50K
Married-spouse-absent;40;19;10th;<=50K
Never-married;30;21;HS-grad;<=50K
Married-civ-spouse;40;48;Some-college;>50K
Married-civ-spouse;25;30;Some-college;<=50K
Never-married;25;20;Some-college;<=50K
Married-civ-spouse;50;72;HS-grad;<=50K
Divorced;38;50;Assoc-voc;>50K
Married-civ-spouse;27;65;7th-8th;<=50K
Married-spouse-absent;36;35;Assoc-acdm;<=50K
Never-married;60;34;Masters;>50K
Married-civ-spouse;48;32;HS-grad;<=50K
Married-civ-spouse;40;54;Prof-school;>50K
Never-married;40;21;Some-college;<=50K
Divorced;6;35;11th;<=50K
Married-civ-spouse;40;23;10th;<=50K
Never-married;40;25;9th;<=50K
Separated;40;58;10th;<=50K
Divorced;62;32;HS-grad;<=50K
Never-married;25;39;Some-college;<=50K
Never-married;40;23;Bachelors;<=50K
Married-civ-spouse;40;45;Some-college;<=50K
Never-married;40;36;Assoc-voc;<=50K
Married-civ-spouse;40;37;Masters;>50K
Separated;50;52;Assoc-acdm;<=50K
Married-civ-spouse;55;62;Bachelors;>50K
Widowed;38;62;HS-grad;<=50K
Married-civ-spouse;40;60;Masters;>50K
Married-civ-spouse;56;48;Assoc-voc;>50K
Married-civ-spouse;40;28;Assoc-acdm;<=50K
Married-civ-spouse;40;42;Some-college;>50K
Never-married;20;24;Some-college;<=50K
Never-married;40;27;Bachelors;<=50K
Married-civ-spouse;24;37;Assoc-voc;>50K
Never-married;65;27;Assoc-voc;>50K
Married-civ-spouse;40;35;Assoc-acdm;<=50K
Widowed;40;59;HS-grad;<=50K
Divorced;45;31;Some-college;<=50K
Never-married;25;18;HS-grad;<=50K
Never-married;40;20;Some-college;<=50K
Married-civ-spouse;50;40;Bachelors;>50K
Married-civ-spouse;40;51;Some-college;>50K
Married-civ-spouse;50;47;HS-grad;>50K
Widowed;38;23;HS-grad;<=50K
Married-civ-spouse;35;42;Some-college;>50K
Married-civ-spouse;24;67;HS-grad;<=50K
Married-civ-spouse;40;54;HS-grad;<=50K
Married-civ-spouse;45;56;Some-college;>50K
Married-civ-spouse;35;53;Masters;>50K
Never-married;60;31;Bachelors;>50K
Never-married;30;22;11th;<=50K
Married-civ-spouse;48;51;HS-grad;>50K
Divorced;40;25;Some-college;<=50K
Never-married;40;24;Bachelors;<=50K
Never-married;55;32;Bachelors;>50K
Married-civ-spouse;70;42;Bachelors;>50K
Never-married;20;20;Some-college;<=50K
Never-married;40;26;Some-college;<=50K
Married-spouse-absent;40;42;HS-grad;<=50K
Never-married;20;20;Some-college;<=50K
Never-married;40;23;Bachelors;<=50K
Married-civ-spouse;40;73;11th;<=50K
Married-civ-spouse;50;50;Prof-school;>50K
Never-married;20;30;12th;<=50K
Married-civ-spouse;40;47;HS-grad;>50K
Never-married;45;56;Assoc-acdm;<=50K
Divorced;40;43;Assoc-acdm;<=50K
Married-civ-spouse;40;24;Bachelors;>50K
Never-married;40;26;Masters;<=50K
Married-civ-spouse;55;47;Bachelors;>50K
Never-married;40;64;Some-college;<=50K
Never-married;40;25;HS-grad;<=50K
Never-married;25;22;Bachelors;<=50K
Divorced;40;50;Bachelors;<=50K
Divorced;30;58;HS-grad;<=50K
Divorced;40;36;Bachelors;<=50K
Divorced;40;48;Masters;<=50K
Never-married;45;21;Some-college;<=50K
Married-civ-spouse;55;44;Some-college;>50K
Never-married;40;27;Some-college;<=50K
Never-married;48;26;Bachelors;<=50K
Never-married;40;22;Some-college;<=50K
Married-civ-spouse;40;41;HS-grad;<=50K
Never-married;40;24;HS-grad;<=50K
Married-civ-spouse;64;41;Some-college;>50K
Never-married;40;27;HS-grad;<=50K
Married-AF-spouse;60;30;HS-grad;<=50K
Married-civ-spouse;22;46;Masters;>50K
Married-civ-spouse;45;36;7th-8th;>50K
Married-civ-spouse;40;33;Bachelors;>50K
Married-civ-spouse;40;44;Some-college;<=50K
Never-married;34;27;Some-college;<=50K
Divorced;40;40;HS-grad;<=50K
Divorced;50;46;10th;<=50K
Never-married;40;20;Some-college;<=50K
Never-married;20;22;Assoc-acdm;<=50K
Married-civ-spouse;37;47;Some-college;>50K
Married-civ-spouse;40;34;HS-grad;<=50K
Never-married;40;23;Bachelors;<=50K
Married-civ-spouse;53;46;Bachelors;>50K
Married-civ-spouse;40;58;HS-grad;>50K
Married-civ-spouse;45;27;HS-grad;<=50K
Divorced;40;55;HS-grad;<=50K
Never-married;55;19;1st-4th;<=50K
Never-married;40;22;Some-college;<=50K
Never-married;20;31;11th;<=50K
Divorced;38;52;HS-grad;<=50K
Divorced;50;27;Some-college;<=50K
Never-married;40;22;HS-grad;<=50K
Married-civ-spouse;50;40;Bachelors;>50K
Never-married;40;45;11th;<=50K
Separated;40;47;Assoc-acdm;<=50K
Never-married;45;34;Bachelors;<=50K
Married-civ-spouse;25;36;Bachelors;>50K
Married-civ-spouse;40;33;HS-grad;<=50K
Married-civ-spouse;20;37;Some-college;<=50K
Never-married;40;20;HS-grad;<=50K
Never-married;20;21;Some-college;<=50K
Never-married;20;18;11th;<=50K
Married-civ-spouse;40;28;HS-grad;<=50K
Never-married;40;22;10th;<=50K
Divorced;56;35;HS-grad;<=50K
Never-married;40;45;Masters;<=50K
Never-married;12;17;11th;<=50K
Married-civ-spouse;50;30;HS-grad;>50K
Never-married;4;58;HS-grad;<=50K
Married-civ-spouse;35;45;HS-grad;<=50K
Married-civ-spouse;15;36;Prof-school;>50K
Never-married;30;18;HS-grad;<=50K
Never-married;48;34;Bachelors;<=50K
Never-married;40;23;HS-grad;<=50K
Divorced;40;34;Bachelors;<=50K
Never-married;35;18;HS-grad;<=50K
Never-married;40;22;HS-grad;<=50K
Never-married;35;24;Assoc-acdm;<=50K
Divorced;20;64;HS-grad;<=50K
Married-civ-spouse;50;44;Bachelors;>50K
Divorced;60;35;HS-grad;>50K
Never-married;40;38;Some-college;<=50K
Married-civ-spouse;40;32;Some-college;<=50K
Divorced;72;36;Preschool;<=50K
Separated;30;28;HS-grad;<=50K
Never-married;40;22;HS-grad;<=50K
Married-civ-spouse;45;30;Bachelors;>50K
Never-married;40;25;HS-grad;<=50K
Never-married;40;26;Bachelors;<=50K
Never-married;52;31;Bachelors;<=50K
Married-civ-spouse;35;35;HS-grad;>50K
Never-married;40;40;Assoc-acdm;<=50K
Separated;35;37;Bachelors;<=50K
Divorced;60;54;Some-college;<=50K
Married-civ-spouse;45;46;Bachelors;<=50K
Married-civ-spouse;60;42;Bachelors;<=50K
Married-civ-spouse;50;23;HS-grad;<=50K
Married-civ-spouse;40;31;HS-grad;>50K
Never-married;40;23;Some-college;<=50K
Divorced;40;28;10th;<=50K
Married-civ-spouse;40;46;HS-grad;<=50K
Married-civ-spouse;40;29;7th-8th;<=50K
Never-married;40;20;Some-college;<=50K
Married-civ-spouse;40;34;HS-grad;<=50K
Married-civ-spouse;48;65;Some-college;>50K
Divorced;40;46;10th;<=50K
Married-civ-spouse;40;29;Bachelors;>50K
Divorced;35;26;Some-college;<=50K
Never-married;22;21;HS-grad;<=50K
Never-married;35;21;Some-college;<=50K
Married-civ-spouse;40;46;HS-grad;<=50K
Never-married;38;23;Bachelors;<=50K
Married-civ-spouse;40;38;Bachelors;>50K
Never-married;40;20;Some-college;<=50K
Married-civ-spouse;65;64;Masters;>50K
Never-married;50;29;HS-grad;<=50K
Married-civ-spouse;40;45;Assoc-acdm;>50K
Never-married;50;40;Bachelors;>50K
Married-civ-spouse;30;30;Some-college;<=50K
Married-civ-spouse;40;69;HS-grad;>50K
Married-civ-spouse;50;41;Doctorate;>50K
Married-civ-spouse;45;42;HS-grad;>50K
Married-civ-spouse;40;39;Some-college;>50K
Married-civ-spouse;75;73;Bachelors;<=50K
Married-civ-spouse;50;56;HS-grad;<=50K
Married-civ-spouse;40;52;HS-grad;>50K
Separated;50;24;HS-grad;<=50K
Married-civ-spouse;40;38;HS-grad;>50K
Separated;50;58;HS-grad;<=50K
Married-civ-spouse;60;42;Bachelors;>50K
Divorced;40;46;Some-college;<=50K
Married-civ-spouse;40;55;Some-college;<=50K
Married-civ-spouse;50;36;Masters;>50K
Divorced;40;65;HS-grad;<=50K
Married-civ-spouse;35;47;10th;<=50K
Married-civ-spouse;40;42;HS-grad;>50K
Divorced;40;58;HS-grad;<=50K
Never-married;13;17;11th;<=50K
Married-civ-spouse;40;30;Bachelors;<=50K
Married-civ-spouse;60;41;Bachelors;>50K
Never-married;60;23;Bachelors;<=50K
Never-married;40;55;Masters;>50K
Never-married;20;17;10th;<=50K
Married-civ-spouse;50;27;HS-grad;<=50K
Married-civ-spouse;40;70;HS-grad;<=50K
Married-civ-spouse;36;58;Some-college;<=50K
Never-married;40;21;Some-college;<=50K
Never-married;43;22;Some-college;<=50K
Married-civ-spouse;15;39;Some-college;>50K
Married-civ-spouse;50;41;Masters;>50K
Divorced;40;34;HS-grad;<=50K
Married-civ-spouse;40;53;Some-college;>50K
Married-civ-spouse;40;38;Some-college;<=50K
Never-married;50;33;Assoc-acdm;<=50K
Married-civ-spouse;35;54;1st-4th;<=50K
Divorced;40;36;Prof-school;<=50K
Divorced;40;35;Some-college;>50K
