track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,playlist_genre
2nvC4i2aMo4CzRjRflysah,In My Place,Coldplay,70,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,2002-08-08,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,electropop,0.425,0.5870000000000001,9,-5.452999999999999,1,0.0278,0.0565,5.16e-06,0.298,0.19399999999999998,144.642,226680,pop
5CXF4x2kZI2ftIogOuhXYN,Different Ways,Natixx,26,3HjF8xB8irPpSMD57gfCLl,Different Ways,2020-01-10,TUNES DANCE AND POP,3arpkhoRWXEYbdCpVAIrRR,dance pop,0.677,0.588,6,-9.496,0,0.0368,0.0325,0.00022799999999999999,0.128,0.174,128.019,266788,pop
0BtkZoSbth2mU4stlqkk1E,When You Know,Sunny State,34,3DKCLmf5VCJl6upHYk5ViG,When You Know,2019-10-25,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,indie poptimism,0.599,0.636,0,-5.944,1,0.0584,0.0762,0.0,0.295,0.531,164.078,181859,pop
0eQJy4VAW7AkhKIHzXx3jG,The First One,Astrid S,67,6BxGxt7LU2viJ6U2eba5Ix,The First One,2019-05-24,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,post-teen pop,0.5379999999999999,0.541,7,-8.304,1,0.16,0.39,0.0,0.10300000000000001,0.183,159.41899999999998,188650,pop
6RnkFd8Fqqgk1Uni8RgqCQ,Like I Do,David Guetta,72,5oU1ROIHS6IOWnb87GWhqU,Like I Do,2018-02-22,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,indie poptimism,0.635,0.9,0,-3.719,0,0.0377,0.006640000000000001,0.0145,0.37,0.15,127.978,202500,pop
0YammaEkYSeo9vQYZ1OwS6,Say My Name,David Guetta,78,5rbJtzuXtpIP0Ykk7ewIit,7,2018-09-14,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,dance pop,0.703,0.66,10,-5.119,0,0.12300000000000001,0.13699999999999998,0.0,0.192,0.79,95.031,198947,pop
2qv6LU59qyGRzm4X2TFYMl,Instagram - Dimitri Vegas & Like Mike VS Trobi Remix,Dimitri Vegas & Like Mike,41,154K5houWcuFT0xqGKEMC1,Instagram (The Remixes),2019-11-08,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,dance pop,0.759,0.925,1,-5.382999999999999,0,0.0888,0.00155,0.00101,0.295,0.653,123.986,144762,pop
6oOmH4d2nUgsDqb8T3b32Y,Loverboy - Acoustic Version,You Me At Six,22,0gLzhRRnR9HtMS23HgAQKC,Loverboy,2011-01-01,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,post-teen pop,0.643,0.49200000000000005,7,-7.819,1,0.032,0.306,0.000131,0.102,0.461,137.991,186147,pop
0X5p2uVpPIbHIMzyH7ky3V,Not Your Birthday,Allstar Weekend,45,5PmLxN8ntFHNT08FBt2FHU,All the Way,2011-09-27,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,post-teen pop,0.6829999999999999,0.943,7,-3.408,1,0.11,0.005529999999999999,0.0,0.0752,0.7759999999999999,129.015,205520,pop
06Hdbxh6NCy6TIhjdXTchB,Headlights (feat. Ilsey),Robin Schulz,63,2ryym6yEc6r3ZuigHBDr1A,Headlights (feat. Ilsey),2015-04-03,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,electropop,0.597,0.685,11,-6.371,1,0.0367,0.0245,0.000335,0.182,0.369,122.00200000000001,209208,pop
467t3218y3yihFcyDGWjr0,Skin,Dijon,67,1E3Dc94QXnqiQcGVgij0iW,Skin,2018-04-19,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,indie poptimism,0.674,0.616,7,-3.471,1,0.0272,0.512,2.1000000000000002e-06,0.331,0.551,94.934,230625,pop
1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,Gotye,77,4G2rJNhsKOE6iHgtUqZ0Ye,Making Mirrors,2011-01-01,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,post-teen pop,0.865,0.521,0,-6.932,1,0.0371,0.5479999999999999,0.00011499999999999999,0.0989,0.748,129.059,244885,pop
7s1upm7yr7ZjrzXMwHawtG,Sexual Healing - Kygo Remix,Marvin Gaye,53,6j62lF3YXsygj6xTjAyRG5,Sexual Healing (Kygo Remix),2015-04-27,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,indie poptimism,0.6890000000000001,0.68,0,-7.196000000000001,0,0.0427,0.321,0.0211,0.0431,0.6459999999999999,100.98700000000001,368317,pop
0KsB4TwgATg88aXCMBoO3Y,Breathe,Jax Jones,65,3NTHQYWOxCJ05u8fc80RNt,Breathe,2017-12-01,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,dance pop,0.722,0.7440000000000001,11,-5.52,0,0.0363,0.0234,0.000157,0.14300000000000002,0.6859999999999999,125.985,207630,pop
4wNIkl5XGiAACjFBlDWuSd,What A Man Gotta Do,Jonas Brothers,73,3SgvmlSsTrMuqICaOTlo0p,What A Man Gotta Do,2020-01-17,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,dance pop,0.857,0.708,9,-7.1579999999999995,1,0.0608,0.0101,1.95e-06,0.0908,0.33299999999999996,113.015,180645,pop
5fiac7SW61qWXs2hSj3bE4,Settle Down,Gentle Bones,38,2UHTzL8WkOnvwxNwwGVGvI,Gentle Bones,2015-09-11,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,indie poptimism,0.47200000000000003,0.617,4,-7.0729999999999995,1,0.0459,0.272,0.0,0.267,0.266,120.479,220480,pop
2J4T0IOIZjQhLzosKPR2PN,Gimme,BANKS,60,0oXzdlZ9duItTwmJLXbAfo,III,2019-07-12,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,indie poptimism,0.762,0.619,2,-5.227,0,0.102,0.501,2.1899999999999997e-05,0.248,0.596,120.022,219493,pop
0HGSn0eFH5LF1MWdE9FOUC,Fly me 2,eill,41,0BswQmCfVFxm9fJslwiVnp,SPOTLIGHT,2019-11-06,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,dance pop,0.742,0.7190000000000001,4,-6.341,0,0.0387,0.0867,0.0,0.126,0.318,125.007,217000,pop
2jQiSYrwJehQAcuaaQrXnS,Friends,Chase Atlantic,69,4FdPaL1MvZtioq0Uf74Jau,Nostalgia,2015-02-21,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,indie poptimism,0.42200000000000004,0.609,11,-6.361000000000001,0,0.0335,0.0114,4.76e-06,0.10800000000000001,0.0911,107.34,230011,pop
2usxQITOSDqvkYiI0oIwao,You should be sad,Halsey,86,1gBDGPFz9v93dxE3fUU9eO,You should be sad,2020-01-10,Todo Éxitos,2ji5tRQVfnhaX1w9FhmSzk,dance pop,0.591,0.585,2,-6.35,1,0.0277,0.14300000000000002,0.0,0.109,0.324,110.94,205473,pop
0HsE2zUH1uZg7Bnsjf51TM,Work It Out,Knox Hamilton,48,5mhvwiCGKRQ0JPyHeOJAEn,The Heights,2017-03-10,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,indie poptimism,0.396,0.818,8,-4.306,0,0.0352,0.0112,1.98e-06,0.19899999999999998,0.359,162.061,206520,pop
6SseDBcadnkZaEAkzUK6a7,How Many Times,Elderbrook,12,3fjOdpPtCbsIHprakDZBpb,Simmer Down,2015-06-25,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,indie poptimism,0.7090000000000001,0.359,4,-11.597999999999999,0,0.0675,0.354,0.113,0.078,0.0975,107.06200000000001,219236,pop
0AKejOKlGdiB53QpwAeenO,Don't Wanna Know,Maroon 5,11,6wALaPGffjfxQnGQUAk7kX,Don't Wanna Know,2016-10-11,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,electropop,0.777,0.627,7,-6.142,1,0.0792,0.35600000000000004,0.0,0.0956,0.444,100.054,214480,pop
2habSXqcJGExM6JJyskY7O,Malibu,Miley Cyrus,21,7CUczABBlsbd5fqng9mjxo,Malibu,2017-05-11,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,dance pop,0.565,0.782,8,-6.412999999999999,1,0.0506,0.0577,4.16e-05,0.0757,0.4,140.004,231906,pop
0K1M6vTh1VvhwtGgQj3uNq,Heart Made Up On You,R5,48,1WqEP2K5Q0Vei7AVXb8Z1l,Sometime Last Night (Special Edition),2015-01-01,post teen pop,2ltt5ouiEO301o2jbxn30d,post-teen pop,0.7490000000000001,0.779,5,-5.388999999999999,0,0.0337,0.0155,0.0,0.126,0.7390000000000001,118.936,179680,pop
6JFyoWiWW69dTjPrJ0RxQ1,When You Wish Upon A Star,The Mamas,55,0RwaotyCpvAytYj5WaH96L,When You Wish Upon A Star,2019-11-08,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,dance pop,0.267,0.21,9,-8.994,1,0.0292,0.825,0.0,0.105,0.28800000000000003,194.352,183667,pop
1Q3t9fWvHUXKsMmpD2XpUu,Cold Cold Cold,Cage The Elephant,68,0nW0w37lrQ87k7PLZvC4qJ,Tell Me I'm Pretty,2015-12-18,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,indie poptimism,0.5489999999999999,0.789,5,-6.071000000000001,1,0.0313,0.0178,6.68e-05,0.059000000000000004,0.715,136.125,214387,pop
1j8pd7HrxRQRohDwfVO0L8,Weaker Girl,BANKS,0,3SzNTLHbVm0borYWkbrzf0,The Altar,2016-09-30,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,indie poptimism,0.26,0.43200000000000005,9,-10.198,0,0.0353,0.171,0.00765,0.239,0.267,164.15400000000002,256080,pop
6B2NRQjtSOtqi67d72r5cx,American Boy - Brooks Remix,Estelle,56,2oUf4rrrptVC50h75WzjmI,American Boy (Brooks Remix),2019-06-14,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,dance pop,0.609,0.764,5,-4.564,0,0.111,0.0994,0.0,0.19699999999999998,0.531,128.082,200625,pop
7y7fPt0Tbv7IW4NLjrIpG4,San Francisco (feat. Sofia Carson),Galantis,58,3EikTXXdzsTZBUCNljcsu5,San Francisco (with Sofia Carson),2018-12-21,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,electropop,0.741,0.6890000000000001,4,-4.946000000000001,1,0.0447,0.0305,0.0,0.11199999999999999,0.655,110.06,154877,pop
3MOECVkNshqHYTPt5DZcdN,Five More Hours - Deorro x Chris Brown,Deorro,68,1J6b7W1nSHH7BObK8zIoEY,Good Evening,2017-03-31,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,dance pop,0.6990000000000001,0.883,5,-3.2260000000000004,0,0.21899999999999997,0.0288,0.0,0.8170000000000001,0.499,127.961,211975,pop
1xNJMrHwYGKX4esmYxkPUY,Unstoppable,AJ Mitchell,51,2q3gumdsyFQPcjuOmMp2cl,Unstoppable,2019-11-22,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,post-teen pop,0.763,0.5329999999999999,8,-7.148,0,0.0598,0.142,0.0,0.11199999999999999,0.591,138.033,195112,pop
4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,DJ Snake,21,55bbXORm6ZrVq52zfZnxBf,Encore,2016-08-05,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,electropop,0.47600000000000003,0.718,8,-5.309,1,0.0576,0.0784,1.0199999999999999e-05,0.122,0.142,199.864,205947,pop
6Ep6BzIOB9tz3P4sWqiiAB,Radioactive,Imagine Dragons,16,1vAEF8F0HoRFGiYOEeJXHW,Night Visions (Deluxe),2012-09-04,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,electropop,0.473,0.777,9,-3.698,1,0.059000000000000004,0.11900000000000001,7.87e-05,0.6709999999999999,0.21,136.249,186813,pop
0Cw31BoxoJbFPXrT3kUuyj,Love Myself,Hailee Steinfeld,0,2F9Go1wUBr4mHZ6GoSmT9j,HAIZ,2016-07-15,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,indie poptimism,0.617,0.762,0,-6.756,0,0.0763,0.00277,0.0,0.434,0.33399999999999996,122.914,218747,pop
7nD9nN3jord9wWcfW3Gkcm,All In My Head (Flex) (feat. Fetty Wap),Fifth Harmony,66,0pF0oyuPNdOObniB1Ng0kW,7/27 (Deluxe),2016-05-27,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,indie poptimism,0.6890000000000001,0.7909999999999999,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04,210573,pop
6uBhi9gBXWjanegOb2Phh0,Stay,Zedd,79,1I4W7JKzYbl8VKRfD61DIS,Stay,2017-02-23,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,electropop,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.11599999999999999,0.544,102.04,210091,pop
0TwBtDAWpkpM3srywFVOV5,Crazy In Love (feat. Jay-Z),Beyoncé,69,06v9eHnqhMK2tbM2Iz3p0Y,Dangerously In Love,2003-03-10,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,post-teen pop,0.664,0.758,2,-6.582999999999999,0,0.21,0.00238,0.0,0.0598,0.701,99.259,235933,pop
5VlYmXVnGycwv2eaDpyS5Q,what happened,jayover,34,106XQVyuqKuW1mFE2ER7bZ,what happened,2019-10-25,Pop / Dance,6mXh8CUBMBsBUu88a4eAQV,dance pop,0.713,0.652,4,-7.447,1,0.0583,0.175,0.0151,0.095,0.386,125.994,176310,pop
4u9Y4Z9i9VaAbBK7rW1Rha,Meet Me in the Hallway,Harry Styles,71,1FZKIm3JVDCxTchXDo5jOV,Harry Styles,2017-05-12,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,indie poptimism,0.537,0.38299999999999995,2,-6.528,1,0.0247,0.747,0.00025,0.35600000000000004,0.33899999999999997,104.25200000000001,227200,pop
2cOpRVjsE4qZLZbFOB47VJ,L.A. Boyz,Victorious Cast,54,2QSiC5LBtodAE8M5Fk02ja,Victorious 3.0: Even More Music From The Hit TV Show,2012-11-06,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,post-teen pop,0.616,0.91,8,-3.3160000000000003,0,0.124,0.0109,0.0,0.0806,0.7140000000000001,150.03799999999998,179600,pop
6LhMds7ayfuDXVm05O2uOs,Criminals,Xuitcasecity,45,2JpHQMRP4VjYh4rqC7oVJD,Criminals,2017-04-14,ElectroPop,0cuHKz65ZPqBX1brG8djlg,electropop,0.565,0.7659999999999999,7,-5.272,0,0.0443,0.0534,0.0,0.12300000000000001,0.325,142.002,184563,pop
5Cevkgj9FyNRFIwY3xSCn8,Hold On (with Georgia Ku),ILLENIUM,64,60xcVwuQJAOyu11xf9mObS,ASCEND,2019-08-16,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,indie poptimism,0.506,0.7440000000000001,9,-3.605,1,0.042,0.0463,6.62e-06,0.52,0.396,76.056,235263,pop
69jRUfC6ZjhiY88OySXqoj,Let the Dream Come True,DJ Bobo,40,42iXHnNCzEOJ3Ik0J5OEJz,Best Of,2014-05-02,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,dance pop,0.701,0.868,11,-7.585,0,0.0287,0.0337,0.114,0.29100000000000004,0.716,141.981,241067,pop
70Vdd1gx5tn84jkAU31ASv,Sexy And I Know It,LMFAO,67,0D49RvtlLCKyxeDKDnBU2R,Sorry For Party Rocking,2011-01-01,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,electropop,0.7070000000000001,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.02100000000002,199480,pop
73qbBlEAcm2HfnAaSnP1II,Say OK,Vanessa Hudgens,56,2OUapAEqOnhcOZExGIBPLh,V,2006-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,post-teen pop,0.469,0.6890000000000001,9,-7.017,0,0.0475,0.00607,0.00119,0.114,0.531,126.505,221867,pop
6JEqJbL1brIBySspoKU2CL,Friends Go,Maggie Lindemann,57,1Y0c2Xe2FKv4vD5phGNNEj,Friends Go,2019-03-22,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,indie poptimism,0.441,0.66,5,-3.335,1,0.0508,0.0265,0.0,0.35100000000000003,0.765,177.718,143361,pop
0hiFoxxMg36FoPIdmiAyfX,Indecision,Shura,0,0viwXmhcq9VEtS4Hvx3THQ,Indecision,2014-01-01,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,indie poptimism,0.747,0.833,4,-5.525,0,0.0505,0.804,0.44799999999999995,0.11699999999999999,0.9359999999999999,109.97,214102,pop
0mUyMawtxj1CJ76kn9gIZK,Bad Day,Daniel Powter,76,4zhigAhPwqp43XVHBiVeQI,Daniel Powter (U.S. Release),2005-02-22,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,post-teen pop,0.599,0.785,3,-4.013,1,0.0309,0.44799999999999995,0.00336,0.151,0.52,140.046,233640,pop
6ooluO7DiEhI1zmK94nRCM,Take Me Out,Franz Ferdinand,73,0mUEGMT2YlzCWGeWOJjBKD,Franz Ferdinand,2004,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,indie poptimism,0.278,0.6759999999999999,9,-8.821,1,0.0371,0.00042300000000000004,0.0008990000000000001,0.136,0.494,104.545,237027,pop
7hQJA50XrCWABAu5v6QZ4i,Don't Stop Me Now - 2011 Mix,Queen,75,21HMAUrbbYSj9NiPPlGumy,Jazz (Deluxe Remastered Version),1978-11-10,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,post-teen pop,0.563,0.865,5,-5.277,1,0.16,0.0472,0.00019099999999999998,0.77,0.601,156.27100000000002,209413,pop
2tnVG71enUj33Ic2nFN6kZ,Ride It,Regard,94,4zOhjJfe0dwqsNdDYk622E,Ride It,2019-07-26,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,post-teen pop,0.88,0.7509999999999999,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,pop
6XE0F3KRAm0Ld17pyE9UDP,Magazine,Hajk,25,45nf8yPkc7XZsqyCeMsI0M,Hajk,2017-04-28,Electropop And Play,7p30DzTAgW6OhspSXHTI88,electropop,0.545,0.457,2,-10.923,1,0.135,0.488,0.0618,0.34700000000000003,0.774,170.017,237213,pop
3Iqbhajo4nRQJU7ThH77Rt,You Remind Me (feat. Stanaj),Gryffin,51,4VOj6KgAaOqAUS9bp6z6jp,Gravity Pt. 1,2018-12-14,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,electropop,0.573,0.8809999999999999,3,-4.688,0,0.0331,0.111,0.0,0.222,0.419,128.92600000000002,217250,pop
4IrwwrvilWDSEP38LUEcVl,Release Your Problems,Nick Murphy / Chet Faker,44,2ytxqdwQ0Hn9JeQmcIWHuh,Built on Glass,2014-04-14,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,indie poptimism,0.529,0.436,8,-10.66,0,0.0707,0.365,0.000666,0.0641,0.185,119.583,192724,pop
2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Pitbull,77,4EUf4YyNjuXypWY6W5wEDm,Globalization,2014-11-21,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,indie poptimism,0.72,0.802,1,-5.797000000000001,1,0.0582,0.0921,0.0,0.6940000000000001,0.723,124.04299999999999,229360,pop
4RaN7556EogBfF80klMEX2,Stay (Don't Go Away) [feat. Raye] - Mark Knight Remix,David Guetta,58,5DInvPwtc0gzZuZjpu1BHc,Stay (Don't Go Away) [feat. Raye] [Mark Knight Remix],2019-07-11,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,dance pop,0.607,0.995,9,-2.325,0,0.0487,0.0921,0.002,0.0445,0.664,124.99799999999999,188640,pop
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,Dua Lipa,97,0ix3XtPV1LwmZADsprKxcp,Don't Start Now,2019-10-31,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,indie poptimism,0.794,0.7929999999999999,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,pop
1umJyGPzSaIzgh0Na4lE1E,Counting the Days,Will Taylor James,60,4G2cGmcgy7TDwkDxDji6IA,Counting the Days,2019-02-22,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,indie poptimism,0.465,0.522,7,-9.953,1,0.0636,0.599,1.4599999999999999e-05,0.0756,0.0907,139.967,274429,pop
6QPKYGnAW9QozVz2dSWqRg,Someone Like You,Adele,79,7n3QJc7TBOxXtlYh4Ssll8,21,2011-01-19,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,dance pop,0.5539999999999999,0.321,9,-8.251,1,0.027999999999999997,0.893,0.0,0.0996,0.28800000000000003,135.047,285240,pop
6plT7nFGiXKSBP9HFSI4ef,Chum,Earl Sweatshirt,67,5vRfIDOPJHy3W2wHWbzLlE,Doris,2013-08-16,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,dance pop,0.51,0.503,10,-8.756,0,0.242,0.0216,0.002,0.10800000000000001,0.193,153.582,243773,pop
3nJYcY9yvKP8Oi2Ml8brXt,Right Hand Man,Lin-Manuel Miranda,65,1kCHru7uhxBUdzkm4gzRQc,Hamilton (Original Broadway Cast Recording),2015-09-25,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,indie poptimism,0.68,0.413,8,-9.41,1,0.49200000000000005,0.177,0.0,0.205,0.384,158.58,321697,pop
63ouCvRO1W9dpCl4D9Iotz,Heroes,Janelle Monáe,30,2M9UR4yuH7VSB4Xy5ueyWg,Heroes (Pepsi Beats Of The Beautiful Game),2014-01-01,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,electropop,0.7509999999999999,0.6629999999999999,2,-6.154,1,0.0285,0.000698,0.0009609999999999999,0.154,0.447,119.969,199680,pop
65c7ThLCjdleiLILiri41Z,Hypnotised,Franc Moody,43,5478vb7E5nJWOXs9JcAxRt,Dance Moves,2018-03-27,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,indie poptimism,0.6609999999999999,0.515,2,-9.39,0,0.0806,0.166,0.0679,0.125,0.727,185.132,207049,pop
3BmjebvpNDVbcVf22BrNNR,Tunnels,MS MR,26,1jiIy9BncsplWeFEgbtbRW,How Does It Feel,2015-07-24,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,indie poptimism,0.688,0.7490000000000001,11,-7.51,1,0.0353,0.00419,0.0123,0.044000000000000004,0.7979999999999999,135.02200000000002,204480,pop
0d2iYfpKoM0QCKvcLCkBao,Eastside (with Halsey & Khalid),benny blanco,84,7pkLXlFdpQDfmHujT2AbBK,Eastside (with Halsey & Khalid),2018-07-12,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,electropop,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.11599999999999999,0.319,89.391,173800,pop
5prTs2HAw2G4idHZyeFp8o,Total Eclipse of the Heart,Bonnie Tyler,74,1CuFf5IslmlCno7DAFjrt9,The Very Best Of Bonnie Tyler,1999-02-08,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,electropop,0.435,0.6579999999999999,8,-8.179,1,0.0661,0.195,0.0,0.102,0.184,130.276,269787,pop
1sYSP7gKa5kdKIfhANfori,Lights Down Low,MAX,69,2qmysBdftCYXRjYHTVK3qo,Hell's Kitchen Angel,2016-04-08,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,post-teen pop,0.623,0.493,5,-7.727,0,0.0338,0.0632,0.0,0.10400000000000001,0.594,81.01899999999999,223847,pop
5VCk4tEn6pXqDqOGBNNmdt,Gott noch nicht,Funker Vogt,0,3qAQeKbIXix6dnpQkjLJfa,Companion in Crime,2013-06-28,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,electropop,0.609,0.93,2,-6.087999999999999,1,0.0491,0.039,0.0264,0.0948,0.7709999999999999,128.026,228013,pop
44aN5xKL3kGHvQ5bXVk6B8,Ghost Town,Adam Lambert,65,3kaQUt8Mp906u1fI0LDqO6,The Original High (Deluxe Version),2015-06-11,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,post-teen pop,0.703,0.736,4,-5.709,0,0.046,0.18600000000000003,1.92e-05,0.174,0.27399999999999997,119.955,208330,pop
5RFptzTg4VOBTxbP9y03ID,How Do You Want to Be Remembered,MAGIC!,39,0RZ4Ct4vegYBmL9g88TBNi,Don't Kill the Magic,2014-06-25,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,indie poptimism,0.52,0.5670000000000001,5,-8.984,0,0.0652,0.0479,1.61e-06,0.0934,0.529,80.525,243120,pop
008MceT31RotUANsKuzy3L,Liquid Blue,The.madpix.project,24,1Z4ANBVuhTlS6DprlP0m1q,Liquid Blue,2015-08-07,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,electropop,0.659,0.794,10,-5.644,0,0.054000000000000006,0.0007610000000000001,0.132,0.322,0.852,128.041,228565,pop
6YhnPGViiGL970zCcpg3gh,The Rumour,You Me At Six,0,4uC7zTuKQvssFjKEmLB8x3,Take Off Your Colours,2008,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,post-teen pop,0.375,0.765,10,-4.711,0,0.102,0.0018,0.000264,0.0873,0.166,131.968,316360,pop
0ZJuph19Yj6fruShoU5muF,"If You Can't Live Without Me, Why Aren't You Dead Yet?",Mayday Parade,37,0JK09CS7SdFERmAiBNjawF,Anywhere But Here,2009-10-05,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,post-teen pop,0.397,0.9740000000000001,1,-3.1489999999999996,1,0.325,0.00013700000000000002,0.0,0.255,0.35700000000000004,164.75900000000001,218133,pop
7BKLCZ1jbUBVqRi2FVlTVw,Closer (feat. Halsey),The Chainsmokers,85,0rSLgV8p5FzfnqlEk4GzxE,Closer (feat. Halsey),2016-07-29,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,indie poptimism,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.6609999999999999,95.01,244960,pop
7rfiXyFb5M9BqdkvKvVEiB,"My Love (feat. Major Lazer, WizKid, Dua Lipa)",Wale,64,3X1Ljgkvf2cLwi8mMjhvKy,SHINE,2017-04-28,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,electropop,0.728,0.8109999999999999,7,-4.2780000000000005,1,0.0564,0.0453,2.07e-06,0.36200000000000004,0.705,114.995,228707,pop
4ck5sxsVVOxOhqgaKf6RId,Corrupted by Design,Perturbator,40,7ksle1gFTICo9rKw14dvC5,New Model,2017-09-05,Electropop And Play,7p30DzTAgW6OhspSXHTI88,electropop,0.37,0.792,7,-6.632000000000001,1,0.0396,0.0362,0.9390000000000001,0.0931,0.0353,125.035,286784,pop
