marital_status;hours_per_week;age;education;income
Married-civ-spouse;25;36.0;Bachelors;>50K
Married-civ-spouse;40;33.0;HS-grad;<=50K
Married-civ-spouse;20;37.0;Some-college;<=50K
Never-married;40;20.0;HS-grad;<=50K
Never-married;20;21.0;Some-college;<=50K
Never-married;20;18.0;11th;<=50K
Married-civ-spouse;40;28.0;HS-grad;<=50K
Never-married;40;22.0;10th;<=50K
Divorced;56;35.0;HS-grad;<=50K
Never-married;40;45.0;Masters;<=50K
Never-married;12;17.0;11th;<=50K
Married-civ-spouse;50;30.0;HS-grad;>50K
Never-married;4;58.0;HS-grad;<=50K
Married-civ-spouse;35;45.0;HS-grad;<=50K
Married-civ-spouse;15;36.0;Prof-school;>50K
Never-married;30;18.0;HS-grad;<=50K
Never-married;48;34.0;Bachelors;<=50K
Never-married;40;23.0;HS-grad;<=50K
Divorced;40;34.0;Bachelors;<=50K
Never-married;35;18.0;HS-grad;<=50K
Never-married;40;22.0;HS-grad;<=50K
Never-married;35;24.0;Assoc-acdm;<=50K
Divorced;20;64.0;HS-grad;<=50K
Married-civ-spouse;50;44.0;Bachelors;>50K
Divorced;60;35.0;HS-grad;>50K
Never-married;40;38.0;Some-college;<=50K
Married-civ-spouse;40;32.0;Some-college;<=50K
Divorced;72;36.0;Preschool;<=50K
Separated;30;28.0;HS-grad;<=50K
Never-married;40;22.0;HS-grad;<=50K
Married-civ-spouse;45;30.0;Bachelors;>50K
Never-married;40;25.0;HS-grad;<=50K
Never-married;40;26.0;Bachelors;<=50K
Never-married;52;31.0;Bachelors;<=50K
Married-civ-spouse;35;35.0;HS-grad;>50K
Never-married;40;40.0;Assoc-acdm;<=50K
Separated;35;37.0;Bachelors;<=50K
Divorced;60;54.0;Some-college;<=50K
Married-civ-spouse;45;46.0;Bachelors;<=50K
Married-civ-spouse;60;42.0;Bachelors;<=50K
Married-civ-spouse;50;23.0;HS-grad;<=50K
Married-civ-spouse;40;31.0;HS-grad;>50K
Never-married;40;23.0;Some-college;<=50K
Divorced;40;28.0;10th;<=50K
Married-civ-spouse;40;46.0;HS-grad;<=50K
Married-civ-spouse;40;29.0;7th-8th;<=50K
Never-married;40;20.0;Some-college;<=50K
Married-civ-spouse;40;34.0;HS-grad;<=50K
Married-civ-spouse;48;65.0;Some-college;>50K
Divorced;40;46.0;10th;<=50K
Married-civ-spouse;40;29.0;Bachelors;>50K
Divorced;35;26.0;Some-college;<=50K
Never-married;22;21.0;HS-grad;<=50K
Never-married;35;21.0;Some-college;<=50K
Married-civ-spouse;40;46.0;HS-grad;<=50K
Never-married;38;23.0;Bachelors;<=50K
Married-civ-spouse;40;38.0;Bachelors;>50K
Never-married;40;20.0;Some-college;<=50K
Married-civ-spouse;65;64.0;Masters;>50K
Never-married;50;29.0;HS-grad;<=50K
Married-civ-spouse;40;45.0;Assoc-acdm;>50K
Never-married;50;40.0;Bachelors;>50K
Married-civ-spouse;30;30.0;Some-college;<=50K
Married-civ-spouse;40;69.0;HS-grad;>50K
Married-civ-spouse;50;41.0;Doctorate;>50K
Married-civ-spouse;45;42.0;HS-grad;>50K
Married-civ-spouse;40;39.0;Some-college;>50K
Married-civ-spouse;75;73.0;Bachelors;<=50K
Married-civ-spouse;50;56.0;HS-grad;<=50K
Married-civ-spouse;40;52.0;HS-grad;>50K
Separated;50;24.0;HS-grad;<=50K
Married-civ-spouse;40;38.0;HS-grad;>50K
Separated;50;58.0;HS-grad;<=50K
Married-civ-spouse;60;42.0;Bachelors;>50K
Divorced;40;46.0;Some-college;<=50K
Married-civ-spouse;40;55.0;Some-college;<=50K
Married-civ-spouse;50;36.0;Masters;>50K
Divorced;40;65.0;HS-grad;<=50K
Married-civ-spouse;35;47.0;10th;<=50K
Married-civ-spouse;40;42.0;HS-grad;>50K
Divorced;40;58.0;HS-grad;<=50K
Never-married;13;17.0;11th;<=50K
Married-civ-spouse;40;30.0;Bachelors;<=50K
Married-civ-spouse;60;41.0;Bachelors;>50K
Never-married;60;23.0;Bachelors;<=50K
Never-married;40;55.0;Masters;>50K
Never-married;20;17.0;10th;<=50K
Married-civ-spouse;50;27.0;HS-grad;<=50K
Married-civ-spouse;40;70.0;HS-grad;<=50K
Married-civ-spouse;36;58.0;Some-college;<=50K
Never-married;40;21.0;Some-college;<=50K
Never-married;43;22.0;Some-college;<=50K
Married-civ-spouse;15;39.0;Some-college;>50K
Married-civ-spouse;50;41.0;Masters;>50K
Divorced;40;34.0;HS-grad;<=50K
Married-civ-spouse;40;53.0;Some-college;>50K
Married-civ-spouse;40;38.0;Some-college;<=50K
Never-married;50;33.0;Assoc-acdm;<=50K
Married-civ-spouse;35;54.0;1st-4th;<=50K
Divorced;40;36.0;Prof-school;<=50K
Divorced;40;35.0;Some-college;>50K
Married-civ-spouse;50;23.0;HS-grad;<=50K
Never-married;50;24.0;Bachelors;<=50K
Never-married;40;24.0;11th;<=50K
Never-married;35;21.0;Some-college;<=50K
Divorced;48;26.0;HS-grad;<=50K
Married-civ-spouse;25;68.0;Bachelors;<=50K
Married-civ-spouse;60;35.0;Bachelors;<=50K
Married-civ-spouse;40;39.0;Bachelors;>50K
Married-civ-spouse;50;33.0;Some-college;<=50K
Never-married;40;24.0;HS-grad;<=50K
Divorced;60;39.0;Doctorate;>50K
Never-married;40;26.0;Bachelors;<=50K
Never-married;50;37.0;HS-grad;<=50K
Married-civ-spouse;55;43.0;HS-grad;<=50K
Married-civ-spouse;40;30.0;Some-college;>50K
Never-married;40;18.0;7th-8th;<=50K
Married-civ-spouse;65;55.0;HS-grad;<=50K
Divorced;40;33.0;HS-grad;<=50K
Married-civ-spouse;60;46.0;Doctorate;>50K
Divorced;35;39.0;Bachelors;<=50K
Never-married;40;23.0;HS-grad;<=50K
Divorced;40;33.0;HS-grad;<=50K
Married-civ-spouse;40;30.0;Bachelors;>50K
Never-married;42;37.0;Bachelors;<=50K
Married-civ-spouse;50;50.0;Bachelors;>50K
Divorced;40;28.0;12th;<=50K
Divorced;40;43.0;HS-grad;<=50K
Married-civ-spouse;35;48.0;Masters;>50K
Divorced;60;59.0;Prof-school;>50K
Married-civ-spouse;40;44.0;HS-grad;<=50K
Never-married;40;27.0;Some-college;<=50K
Never-married;40;33.0;HS-grad;<=50K
Married-civ-spouse;48;49.0;HS-grad;>50K
Married-civ-spouse;45;41.0;Some-college;>50K
Married-civ-spouse;40;39.0;Bachelors;>50K
Widowed;40;46.0;5th-6th;<=50K
Divorced;40;45.0;Some-college;<=50K
Never-married;35;21.0;Some-college;<=50K
Divorced;40;32.0;HS-grad;<=50K
Married-civ-spouse;60;38.0;Some-college;>50K
Never-married;25;21.0;HS-grad;<=50K
Never-married;40;22.0;HS-grad;<=50K
Widowed;40;63.0;HS-grad;<=50K
Never-married;40;29.0;Some-college;<=50K
Married-civ-spouse;40;56.0;HS-grad;<=50K
Divorced;12;72.0;10th;<=50K
Married-civ-spouse;45;62.0;Some-college;>50K
Married-civ-spouse;40;23.0;HS-grad;<=50K
Married-civ-spouse;40;50.0;Bachelors;>50K
Married-civ-spouse;55;32.0;Bachelors;<=50K
Married-civ-spouse;38;46.0;Some-college;>50K
Married-civ-spouse;72;31.0;HS-grad;<=50K
Never-married;50;24.0;Bachelors;<=50K
Married-civ-spouse;50;35.0;Some-college;<=50K
Never-married;35;22.0;HS-grad;<=50K
Never-married;40;25.0;11th;<=50K
Divorced;40;33.0;HS-grad;<=50K
Married-civ-spouse;40;43.0;Bachelors;<=50K
Never-married;40;29.0;Bachelors;<=50K
Married-civ-spouse;55;42.0;Assoc-acdm;>50K
Never-married;40;28.0;Some-college;<=50K
Never-married;50;49.0;Bachelors;<=50K
Married-civ-spouse;15;28.0;Some-college;<=50K
Married-civ-spouse;35;40.0;HS-grad;<=50K
Married-civ-spouse;60;54.0;HS-grad;>50K
Never-married;38;35.0;HS-grad;<=50K
Never-married;40;30.0;Assoc-voc;<=50K
Never-married;24;20.0;Some-college;<=50K
Never-married;55;32.0;Bachelors;<=50K
Never-married;16;23.0;HS-grad;<=50K
Married-civ-spouse;40;42.0;Some-college;>50K
Never-married;16;17.0;11th;<=50K
Never-married;40;31.0;HS-grad;<=50K
Never-married;30;19.0;Some-college;<=50K
Married-civ-spouse;40;57.0;11th;>50K
Divorced;40;58.0;Bachelors;>50K
Married-civ-spouse;25;33.0;Some-college;<=50K
Divorced;40;60.0;Assoc-acdm;<=50K
Never-married;10;20.0;Some-college;<=50K
Never-married;40;24.0;Some-college;<=50K
Never-married;45;30.0;Masters;<=50K
Married-civ-spouse;40;41.0;HS-grad;<=50K
Never-married;37;24.0;HS-grad;<=50K
Married-civ-spouse;60;52.0;Bachelors;>50K
Married-civ-spouse;40;38.0;Some-college;>50K
Married-civ-spouse;40;37.0;Bachelors;>50K
Divorced;40;56.0;5th-6th;<=50K
Divorced;40;47.0;Masters;>50K
Never-married;55;28.0;Some-college;<=50K
Married-civ-spouse;40;27.0;HS-grad;<=50K
Never-married;15;19.0;Some-college;<=50K
Divorced;40;34.0;HS-grad;<=50K
Married-civ-spouse;40;46.0;Assoc-voc;<=50K
Never-married;60;28.0;Some-college;<=50K
Separated;42;36.0;Some-college;<=50K
Divorced;50;45.0;Masters;>50K
Married-civ-spouse;80;50.0;Bachelors;<=50K
Never-married;40;46.0;Masters;<=50K
Married-civ-spouse;15;67.0;Some-college;<=50K
Married-civ-spouse;60;29.0;11th;<=50K
Married-civ-spouse;45;37.0;Bachelors;>50K
Married-civ-spouse;40;66.0;Some-college;<=50K
Never-married;50;31.0;Some-college;<=50K
Never-married;20;20.0;Some-college;<=50K
Never-married;30;41.0;HS-grad;<=50K
Widowed;27;58.0;HS-grad;<=50K
Married-civ-spouse;55;31.0;Some-college;>50K
Divorced;40;48.0;Some-college;<=50K
Never-married;37;25.0;Masters;<=50K
Never-married;45;36.0;Bachelors;>50K
Divorced;40;40.0;Bachelors;<=50K
Married-spouse-absent;40;32.0;HS-grad;<=50K
Never-married;40;29.0;HS-grad;<=50K
Divorced;40;47.0;HS-grad;<=50K
Married-civ-spouse;50;31.0;HS-grad;<=50K
Divorced;40;44.0;Some-college;<=50K
Never-married;15;46.0;HS-grad;<=50K
Never-married;40;22.0;Some-college;<=50K
Separated;40;58.0;10th;<=50K
Married-civ-spouse;55;50.0;Bachelors;>50K
Never-married;40;20.0;12th;<=50K
Married-civ-spouse;60;50.0;HS-grad;<=50K
Widowed;15;67.0;HS-grad;<=50K
Divorced;55;39.0;Bachelors;>50K
Married-civ-spouse;40;42.0;Some-college;>50K
Never-married;20;25.0;Bachelors;<=50K
Married-civ-spouse;50;54.0;Prof-school;>50K
Divorced;60;52.0;Some-college;<=50K
Never-married;40;20.0;11th;<=50K
Never-married;20;18.0;HS-grad;<=50K
Never-married;15;19.0;Some-college;<=50K
Married-civ-spouse;20;70.0;Some-college;>50K
Married-civ-spouse;60;59.0;Some-college;>50K
Married-civ-spouse;45;60.0;HS-grad;<=50K
Never-married;22;21.0;HS-grad;<=50K
Never-married;40;18.0;Some-college;<=50K
Divorced;40;37.0;HS-grad;<=50K
Married-civ-spouse;40;30.0;HS-grad;<=50K
Divorced;40;33.0;HS-grad;<=50K
Never-married;40;20.0;Some-college;<=50K
Married-civ-spouse;40;45.0;HS-grad;<=50K
Married-civ-spouse;42;26.0;Bachelors;>50K
Married-civ-spouse;38;56.0;HS-grad;>50K
Never-married;25;21.0;Some-college;<=50K
Never-married;40;25.0;Bachelors;>50K
Never-married;40;45.0;Assoc-acdm;<=50K
Married-civ-spouse;40;51.0;HS-grad;<=50K
Divorced;40;35.0;HS-grad;<=50K
Never-married;15;17.0;11th;<=50K
Married-civ-spouse;40;50.0;Some-college;<=50K
Never-married;20;20.0;Some-college;<=50K
Married-civ-spouse;40;39.0;Masters;>50K
Divorced;40;64.0;11th;<=50K
Married-civ-spouse;40;25.0;HS-grad;<=50K
Married-civ-spouse;40;44.0;HS-grad;<=50K
Divorced;40;38.0;HS-grad;<=50K
Never-married;70;40.0;HS-grad;<=50K
Married-civ-spouse;50;49.0;Doctorate;>50K
Married-civ-spouse;40;46.0;HS-grad;<=50K
Married-civ-spouse;42;61.0;Bachelors;<=50K
Married-civ-spouse;70;43.0;Some-college;>50K
Never-married;40;24.0;Bachelors;<=50K
Married-civ-spouse;38;57.0;9th;<=50K
Married-civ-spouse;25;66.0;9th;>50K
Married-civ-spouse;50;26.0;HS-grad;>50K
Never-married;20;21.0;Some-college;<=50K
Never-married;40;19.0;11th;<=50K
Married-civ-spouse;40;57.0;HS-grad;<=50K
Married-civ-spouse;50;37.0;HS-grad;<=50K
Never-married;35;37.0;Some-college;<=50K
Married-civ-spouse;20;40.0;HS-grad;>50K
Married-civ-spouse;35;47.0;Assoc-acdm;>50K
Never-married;40;38.0;HS-grad;<=50K
Married-civ-spouse;40;59.0;7th-8th;<=50K
Married-civ-spouse;40;45.0;Some-college;>50K
Widowed;5;71.0;HS-grad;<=50K
Married-civ-spouse;40;43.0;9th;<=50K
Never-married;45;37.0;Doctorate;>50K
Never-married;60;38.0;Bachelors;<=50K
Married-civ-spouse;40;49.0;HS-grad;<=50K
Never-married;40;25.0;HS-grad;<=50K
Never-married;40;29.0;Bachelors;<=50K
Married-civ-spouse;40;41.0;HS-grad;>50K
Divorced;40;58.0;Some-college;<=50K
Divorced;45;38.0;Some-college;<=50K
Never-married;40;19.0;HS-grad;<=50K
Married-civ-spouse;3;67.0;11th;<=50K
Never-married;40;25.0;HS-grad;<=50K
Married-civ-spouse;40;33.0;HS-grad;<=50K
Widowed;40;62.0;HS-grad;<=50K
Married-civ-spouse;60;41.0;HS-grad;<=50K
Married-civ-spouse;50;37.0;Bachelors;>50K
Never-married;40;71.0;12th;<=50K
Divorced;38;30.0;9th;<=50K
Married-civ-spouse;50;29.0;Assoc-acdm;<=50K
Divorced;40;27.0;HS-grad;<=50K
Divorced;45;57.0;HS-grad;<=50K
Married-spouse-absent;40;28.0;HS-grad;<=50K
Married-civ-spouse;55;54.0;HS-grad;>50K
Never-married;24;19.0;Some-college;<=50K
Never-married;40;57.0;Bachelors;<=50K
Married-civ-spouse;40;44.0;5th-6th;<=50K
Married-civ-spouse;40;48.0;Assoc-voc;<=50K
Married-spouse-absent;40;45.0;Some-college;<=50K
Married-civ-spouse;40;30.0;Bachelors;>50K
Divorced;55;30.0;Bachelors;>50K
Married-civ-spouse;40;56.0;Bachelors;<=50K
Never-married;15;17.0;10th;<=50K
Divorced;40;50.0;11th;<=50K
Married-civ-spouse;51;33.0;Bachelors;<=50K
Married-civ-spouse;46;33.0;HS-grad;<=50K
Married-civ-spouse;38;36.0;HS-grad;<=50K
Married-civ-spouse;40;30.0;Bachelors;<=50K
Married-civ-spouse;45;52.0;12th;<=50K
Never-married;40;42.0;HS-grad;<=50K
Never-married;40;20.0;Some-college;<=50K
Never-married;40;20.0;HS-grad;<=50K
Married-civ-spouse;55;38.0;Bachelors;>50K
Never-married;40;68.0;Some-college;<=50K
Married-civ-spouse;40;40.0;Preschool;<=50K
Married-civ-spouse;20;65.0;HS-grad;<=50K
Married-civ-spouse;60;31.0;Bachelors;>50K
Never-married;40;20.0;Some-college;<=50K
Married-civ-spouse;44;47.0;Bachelors;<=50K
Never-married;40;29.0;HS-grad;<=50K
Never-married;43;33.0;Bachelors;<=50K
Married-civ-spouse;48;58.0;5th-6th;<=50K
Divorced;40;36.0;HS-grad;<=50K
Divorced;50;24.0;HS-grad;<=50K
Never-married;40;31.0;Some-college;<=50K
Divorced;4;47.0;Bachelors;<=50K
Married-civ-spouse;50;26.0;Bachelors;<=50K
Married-civ-spouse;48;40.0;Bachelors;<=50K
Married-spouse-absent;45;47.0;10th;<=50K
Married-civ-spouse;50;42.0;HS-grad;>50K
Married-civ-spouse;40;37.0;Some-college;<=50K
Never-married;40;79.0;Bachelors;<=50K
Married-spouse-absent;40;45.0;HS-grad;<=50K
Married-civ-spouse;40;43.0;HS-grad;<=50K
Married-civ-spouse;50;29.0;HS-grad;<=50K
Never-married;40;33.0;Some-college;<=50K
Never-married;40;65.0;Bachelors;<=50K
Never-married;25;17.0;11th;<=50K
Married-civ-spouse;40;65.0;10th;<=50K
Married-civ-spouse;33;38.0;Assoc-acdm;>50K
Never-married;25;26.0;Bachelors;<=50K
Married-civ-spouse;50;29.0;Bachelors;>50K
Separated;40;31.0;Some-college;<=50K
Married-civ-spouse;96;25.0;1st-4th;<=50K
Divorced;40;31.0;HS-grad;<=50K
Never-married;40;32.0;HS-grad;<=50K
Married-civ-spouse;45;57.0;Assoc-voc;<=50K
Married-civ-spouse;60;39.0;HS-grad;>50K
Never-married;10;39.0;HS-grad;<=50K
Never-married;30;28.0;Some-college;<=50K
Never-married;40;27.0;HS-grad;<=50K
Widowed;40;49.0;HS-grad;<=50K
Widowed;25;45.0;HS-grad;<=50K
Married-civ-spouse;45;49.0;Bachelors;>50K
Never-married;45;26.0;Bachelors;<=50K
Never-married;40;47.0;HS-grad;<=50K
Married-civ-spouse;40;68.0;HS-grad;<=50K
Divorced;40;56.0;9th;<=50K
Separated;45;27.0;HS-grad;<=50K
Divorced;40;67.0;Masters;<=50K
Married-civ-spouse;40;59.0;HS-grad;>50K
Never-married;60;42.0;Some-college;<=50K
Married-civ-spouse;35;36.0;Bachelors;>50K
Never-married;40;35.0;Bachelors;<=50K
Married-spouse-absent;36;38.0;Some-college;<=50K
Never-married;35;37.0;HS-grad;<=50K
Married-civ-spouse;50;29.0;Bachelors;>50K
Never-married;40;23.0;Bachelors;<=50K
Never-married;40;21.0;Some-college;<=50K
Married-civ-spouse;43;54.0;HS-grad;<=50K
Married-civ-spouse;40;42.0;HS-grad;<=50K
Separated;20;34.0;HS-grad;<=50K
Divorced;30;49.0;HS-grad;>50K
Separated;40;37.0;HS-grad;<=50K
Never-married;45;24.0;Some-college;<=50K
Never-married;32;18.0;12th;<=50K
Divorced;6;72.0;7th-8th;<=50K
Never-married;45;19.0;Some-college;<=50K
Never-married;35;24.0;HS-grad;<=50K
Married-civ-spouse;50;33.0;Masters;<=50K
Married-civ-spouse;48;45.0;HS-grad;>50K
Never-married;30;24.0;Some-college;<=50K
Divorced;35;35.0;HS-grad;<=50K
Married-civ-spouse;60;37.0;HS-grad;>50K
Married-civ-spouse;60;45.0;Bachelors;>50K
Never-married;40;59.0;HS-grad;<=50K
Never-married;80;28.0;Prof-school;<=50K
Never-married;40;21.0;Some-college;<=50K
Never-married;40;29.0;Assoc-voc;<=50K
Divorced;40;61.0;Some-college;<=50K
Never-married;48;24.0;Some-college;<=50K
Married-civ-spouse;50;27.0;HS-grad;<=50K
Never-married;40;35.0;Bachelors;<=50K
Never-married;20;21.0;Some-college;<=50K
Never-married;6;23.0;Some-college;<=50K
Never-married;40;23.0;Some-college;<=50K
Married-civ-spouse;60;33.0;Masters;<=50K
Never-married;40;31.0;HS-grad;<=50K
Married-civ-spouse;66;52.0;HS-grad;>50K
Married-civ-spouse;65;42.0;Prof-school;>50K
Married-civ-spouse;45;41.0;Prof-school;>50K
Married-civ-spouse;40;40.0;Prof-school;<=50K
Married-civ-spouse;50;31.0;HS-grad;>50K
Never-married;40;17.0;10th;<=50K
Never-married;40;24.0;Bachelors;<=50K
Married-civ-spouse;30;39.0;11th;<=50K
Married-civ-spouse;40;35.0;Some-college;<=50K
Divorced;40;46.0;HS-grad;<=50K
Married-civ-spouse;40;47.0;Masters;>50K
Never-married;40;32.0;HS-grad;<=50K
Widowed;40;61.0;Some-college;<=50K
Married-civ-spouse;30;61.0;7th-8th;>50K
Never-married;40;33.0;HS-grad;<=50K
Married-civ-spouse;65;53.0;Masters;>50K
Married-civ-spouse;48;41.0;Assoc-voc;>50K
Never-married;16;22.0;Some-college;<=50K
Never-married;40;20.0;HS-grad;<=50K
Never-married;15;26.0;11th;<=50K
Never-married;40;27.0;Assoc-acdm;<=50K
Married-civ-spouse;65;33.0;Bachelors;<=50K
Married-civ-spouse;40;31.0;9th;<=50K
Never-married;20;24.0;Some-college;<=50K
Married-civ-spouse;20;64.0;Some-college;<=50K
Married-civ-spouse;40;49.0;Bachelors;>50K
Married-civ-spouse;50;36.0;Bachelors;<=50K
Married-civ-spouse;68;23.0;Some-college;<=50K
Never-married;50;45.0;Masters;>50K
Never-married;36;20.0;11th;<=50K
Married-civ-spouse;42;53.0;HS-grad;>50K
Married-civ-spouse;40;60.0;9th;<=50K
Divorced;50;31.0;11th;<=50K
Never-married;42;24.0;Bachelors;<=50K
Divorced;45;41.0;Bachelors;>50K
Divorced;65;36.0;Some-college;<=50K
Married-civ-spouse;55;58.0;HS-grad;>50K
Married-civ-spouse;40;37.0;HS-grad;<=50K
Married-civ-spouse;45;58.0;Bachelors;>50K
Divorced;40;47.0;Bachelors;<=50K
Married-civ-spouse;40;33.0;HS-grad;<=50K
Married-civ-spouse;38;42.0;Masters;>50K
Never-married;50;22.0;Some-college;<=50K
Never-married;40;52.0;HS-grad;<=50K
Married-civ-spouse;50;61.0;Prof-school;>50K
Divorced;40;45.0;Bachelors;<=50K
Married-civ-spouse;50;36.0;Masters;>50K
Never-married;60;24.0;Some-college;<=50K
Never-married;52;29.0;Some-college;<=50K
Married-civ-spouse;55;25.0;Bachelors;>50K
Married-civ-spouse;50;58.0;Bachelors;>50K
Never-married;40;19.0;Some-college;<=50K
Divorced;42;46.0;Assoc-voc;<=50K
Married-civ-spouse;45;42.0;Assoc-acdm;>50K
Married-civ-spouse;40;62.0;Bachelors;>50K
Married-civ-spouse;40;36.0;Some-college;>50K
Separated;60;30.0;HS-grad;<=50K
Married-spouse-absent;40;46.0;Assoc-voc;<=50K
Never-married;40;34.0;Some-college;<=50K
Married-civ-spouse;40;21.0;HS-grad;<=50K
Married-civ-spouse;40;25.0;HS-grad;<=50K
Married-civ-spouse;40;45.0;HS-grad;<=50K
Divorced;40;59.0;Masters;<=50K
Married-civ-spouse;60;28.0;Assoc-acdm;<=50K
Married-civ-spouse;40;51.0;Some-college;<=50K
Married-civ-spouse;55;32.0;HS-grad;>50K
Never-married;40;19.0;Some-college;<=50K
Married-civ-spouse;40;43.0;HS-grad;<=50K
Widowed;20;78.0;HS-grad;<=50K
Married-civ-spouse;40;53.0;HS-grad;<=50K
Married-civ-spouse;40;28.0;Masters;>50K
Divorced;55;42.0;Bachelors;<=50K
Widowed;40;62.0;HS-grad;<=50K
Divorced;40;34.0;9th;<=50K
Married-civ-spouse;70;42.0;Bachelors;<=50K
Never-married;40;27.0;HS-grad;<=50K
Married-civ-spouse;21;81.0;7th-8th;<=50K
Divorced;40;40.0;HS-grad;<=50K
Married-civ-spouse;48;25.0;HS-grad;>50K
Divorced;16;72.0;Assoc-acdm;<=50K
Married-civ-spouse;35;39.0;Bachelors;>50K
Divorced;20;44.0;Masters;<=50K
Never-married;25;22.0;Some-college;>50K
Divorced;45;36.0;Bachelors;<=50K
Married-civ-spouse;55;37.0;Masters;>50K
Never-married;45;21.0;HS-grad;<=50K
Married-civ-spouse;50;53.0;Some-college;<=50K
Never-married;40;46.0;Some-college;<=50K
Married-civ-spouse;50;30.0;Assoc-voc;>50K
Divorced;40;46.0;Some-college;<=50K
Married-civ-spouse;40;41.0;Bachelors;<=50K
Divorced;50;47.0;Some-college;<=50K
Married-civ-spouse;30;64.0;HS-grad;<=50K
Separated;50;47.0;HS-grad;<=50K
Divorced;40;35.0;HS-grad;<=50K
Married-civ-spouse;40;34.0;HS-grad;<=50K
Never-married;20;22.0;Some-college;<=50K
Separated;40;47.0;HS-grad;<=50K
Never-married;20;18.0;Some-college;<=50K
Married-civ-spouse;32;42.0;Assoc-voc;<=50K
Married-civ-spouse;40;42.0;Masters;>50K
Married-civ-spouse;52;33.0;HS-grad;<=50K
Never-married;40;31.0;HS-grad;<=50K
Never-married;40;17.0;10th;<=50K
Married-civ-spouse;40;46.0;Some-college;>50K
Separated;40;29.0;HS-grad;<=50K
Married-civ-spouse;24;68.0;Masters;<=50K
Married-civ-spouse;40;56.0;Bachelors;>50K
Widowed;40;35.0;Bachelors;>50K
Never-married;35;20.0;12th;<=50K
Separated;35;52.0;Assoc-voc;<=50K
Married-civ-spouse;10;68.0;HS-grad;<=50K
Never-married;10;22.0;Some-college;<=50K
Never-married;40;45.0;5th-6th;<=50K
Married-civ-spouse;50;42.0;HS-grad;>50K
Married-civ-spouse;40;47.0;HS-grad;<=50K
Divorced;35;36.0;HS-grad;<=50K
Married-civ-spouse;40;33.0;Assoc-acdm;>50K
Married-civ-spouse;50;41.0;Prof-school;>50K
Never-married;30;21.0;Some-college;<=50K
Never-married;30;21.0;Assoc-voc;<=50K
Married-civ-spouse;20;41.0;HS-grad;<=50K
Divorced;65;33.0;HS-grad;>50K
Married-civ-spouse;40;55.0;Assoc-voc;>50K
Married-civ-spouse;34;30.0;Assoc-voc;>50K
Never-married;40;37.0;11th;<=50K
Never-married;25;18.0;11th;<=50K
Divorced;40;49.0;HS-grad;<=50K
Married-spouse-absent;50;30.0;Bachelors;<=50K
Married-civ-spouse;7;43.0;Bachelors;>50K
Divorced;40;54.0;HS-grad;<=50K
Married-civ-spouse;40;57.0;12th;<=50K
Divorced;40;50.0;HS-grad;<=50K
Married-civ-spouse;40;35.0;9th;<=50K
Divorced;60;44.0;Some-college;>50K
Married-civ-spouse;48;29.0;HS-grad;<=50K
Never-married;50;26.0;Some-college;<=50K
Married-civ-spouse;11;67.0;HS-grad;<=50K
Married-civ-spouse;58;55.0;9th;<=50K
Never-married;45;24.0;10th;<=50K
Never-married;45;38.0;Bachelors;>50K
Never-married;25;31.0;HS-grad;<=50K
Married-civ-spouse;40;39.0;Assoc-voc;<=50K
Never-married;35;27.0;Some-college;<=50K
Never-married;40;20.0;Some-college;<=50K
Never-married;60;20.0;Some-college;<=50K
Married-civ-spouse;48;47.0;Prof-school;>50K
Married-civ-spouse;15;48.0;HS-grad;<=50K
Divorced;45;56.0;10th;<=50K
Married-civ-spouse;16;60.0;Some-college;>50K
Married-civ-spouse;40;54.0;Bachelors;>50K
Never-married;20;19.0;Some-college;<=50K
Married-civ-spouse;40;30.0;Assoc-acdm;<=50K
Married-civ-spouse;40;30.0;Some-college;<=50K
Divorced;40;51.0;HS-grad;<=50K
Never-married;38;31.0;Assoc-acdm;<=50K
Separated;40;63.0;Masters;>50K
Never-married;20;24.0;Assoc-acdm;<=50K
Married-civ-spouse;60;36.0;Doctorate;>50K
Never-married;50;32.0;HS-grad;<=50K
Divorced;54;32.0;12th;<=50K
Never-married;40;48.0;11th;<=50K
Divorced;40;48.0;Some-college;<=50K
Never-married;40;22.0;HS-grad;<=50K
Married-civ-spouse;30;47.0;HS-grad;<=50K
Separated;45;43.0;Assoc-voc;<=50K
Married-civ-spouse;90;36.0;HS-grad;<=50K
Married-civ-spouse;40;64.0;10th;<=50K
Never-married;40;38.0;HS-grad;<=50K
Married-civ-spouse;60;30.0;HS-grad;<=50K
Divorced;40;35.0;Bachelors;<=50K
Never-married;40;24.0;HS-grad;<=50K
Married-civ-spouse;40;44.0;HS-grad;<=50K
Never-married;45;28.0;Assoc-voc;<=50K
Never-married;40;27.0;Bachelors;<=50K
Never-married;30;37.0;Bachelors;<=50K
Married-civ-spouse;60;46.0;Prof-school;>50K
Married-civ-spouse;16;67.0;10th;<=50K
Never-married;40;46.0;Some-college;<=50K
Divorced;40;48.0;9th;<=50K
Married-civ-spouse;50;31.0;10th;<=50K
Never-married;35;19.0;HS-grad;<=50K
Never-married;40;33.0;Bachelors;<=50K
Married-civ-spouse;56;47.0;HS-grad;>50K
Divorced;40;41.0;HS-grad;<=50K
Never-married;30;18.0;HS-grad;<=50K
Separated;40;26.0;Assoc-voc;<=50K
Never-married;40;34.0;HS-grad;<=50K
Married-civ-spouse;50;47.0;Masters;>50K
Married-civ-spouse;40;36.0;Assoc-voc;>50K
