;hours_per_week;age;income;marital_status_Divorced;marital_status_Married-AF-spouse;marital_status_Married-civ-spouse;marital_status_Married-spouse-absent;marital_status_Never-married;marital_status_Separated;marital_status_Widowed
558;45;37;>50K;0;0;1;0;0;0;0
559;40;30;<=50K;0;0;0;0;1;0;0
560;35;42;>50K;0;0;1;0;0;0;0
561;36;31;<=50K;0;0;1;0;0;0;0
562;40;53;<=50K;1;0;0;0;0;0;0
563;40;47;<=50K;0;0;1;0;0;0;0
564;40;37;>50K;0;0;1;0;0;0;0
565;4;71;<=50K;0;0;1;0;0;0;0
566;40;20;<=50K;0;0;0;0;1;0;0
567;50;45;>50K;0;0;1;0;0;0;0
568;35;22;<=50K;0;0;0;0;0;1;0
569;50;50;>50K;0;0;1;0;0;0;0
570;53;20;<=50K;0;0;0;0;1;0;0
571;40;23;<=50K;0;0;0;0;1;0;0
572;40;43;<=50K;0;0;0;0;1;0;0
573;45;37;>50K;0;0;1;0;0;0;0
574;18;17;<=50K;0;0;0;0;1;0;0
575;60;40;<=50K;0;0;1;0;0;0;0
576;70;43;>50K;1;0;0;0;0;0;0
577;40;23;<=50K;0;0;0;0;1;0;0
578;50;51;<=50K;0;0;1;0;0;0;0
579;40;42;<=50K;0;0;1;0;0;0;0
580;48;43;>50K;0;0;0;0;1;0;0
581;45;39;<=50K;1;0;0;0;0;0;0
582;40;41;<=50K;1;0;0;0;0;0;0
583;25;27;<=50K;0;0;0;0;0;1;0
584;40;23;<=50K;0;0;0;0;1;0;0
585;36;62;<=50K;0;0;0;0;0;0;1
586;50;38;<=50K;0;0;1;0;0;0;0
587;40;21;<=50K;0;0;1;0;0;0;0
588;25;18;<=50K;0;0;0;0;1;0;0
589;25;40;<=50K;0;0;0;0;0;1;0
590;40;29;<=50K;1;0;0;0;0;0;0
591;30;22;<=50K;0;0;1;0;0;0;0
592;35;28;<=50K;0;0;0;0;1;0;0
593;40;66;<=50K;0;0;1;0;0;0;0
594;60;35;<=50K;0;0;0;0;1;0;0
595;40;30;<=50K;0;0;1;0;0;0;0
596;40;46;<=50K;0;0;1;0;0;0;0
597;40;25;<=50K;0;0;0;0;1;0;0
598;10;17;<=50K;0;0;0;0;1;0;0
599;50;31;>50K;0;0;1;0;0;0;0
600;30;20;<=50K;0;0;0;0;1;0;0
601;50;38;<=50K;1;0;0;0;0;0;0
602;40;32;<=50K;0;0;0;0;1;0;0
603;40;39;<=50K;0;0;0;0;1;0;0
604;40;54;>50K;0;0;1;0;0;0;0
605;40;32;<=50K;0;0;0;0;1;0;0
606;40;31;<=50K;0;0;1;0;0;0;0
607;40;41;<=50K;1;0;0;0;0;0;0
608;40;49;<=50K;0;0;1;0;0;0;0
609;40;47;<=50K;0;0;0;0;0;0;1
610;42;51;<=50K;0;0;1;0;0;0;0
611;40;58;<=50K;0;0;1;0;0;0;0
612;50;34;<=50K;1;0;0;0;0;0;0
613;60;39;<=50K;0;0;1;0;0;0;0
614;40;58;>50K;0;0;1;0;0;0;0
615;99;38;<=50K;0;0;1;0;0;0;0
616;40;28;<=50K;0;0;0;0;1;0;0
617;40;18;<=50K;0;0;0;0;1;0;0
618;40;20;<=50K;0;0;0;0;1;0;0
619;60;46;>50K;0;0;1;0;0;0;0
620;40;41;<=50K;0;0;1;0;0;0;0
621;40;30;<=50K;0;0;0;0;1;0;0
622;40;51;<=50K;0;0;0;0;0;1;0
623;32;21;<=50K;0;0;0;0;1;0;0
624;40;40;>50K;0;0;1;0;0;0;0
625;40;42;>50K;0;0;1;0;0;0;0
626;60;46;>50K;0;0;1;0;0;0;0
627;30;17;<=50K;0;0;0;0;1;0;0
628;5;17;<=50K;0;0;0;0;1;0;0
629;80;64;<=50K;0;0;1;0;0;0;0
630;40;64;>50K;0;0;1;0;0;0;0
631;40;33;<=50K;0;0;1;0;0;0;0
632;40;22;<=50K;0;0;0;0;1;0;0
633;32;70;<=50K;0;0;0;0;0;0;1
634;30;23;<=50K;0;0;0;0;1;0;0
635;40;24;<=50K;0;0;0;0;1;0;0
636;50;52;>50K;0;0;1;0;0;0;0
637;40;30;<=50K;0;1;0;0;0;0;0
638;38;44;<=50K;0;0;0;0;1;0;0
639;55;65;<=50K;0;0;0;0;0;0;1
640;65;48;<=50K;1;0;0;0;0;0;0
641;40;60;<=50K;0;0;1;0;0;0;0
642;40;36;<=50K;1;0;0;0;0;0;0
643;45;36;>50K;0;0;1;0;0;0;0
644;40;20;<=50K;0;0;0;0;1;0;0
645;40;52;<=50K;1;0;0;0;0;0;0
646;41;47;>50K;0;0;1;0;0;0;0
647;45;34;<=50K;0;0;1;0;0;0;0
648;40;26;<=50K;0;0;0;0;1;0;0
649;40;20;<=50K;0;0;0;0;1;0;0
650;70;45;<=50K;1;0;0;0;0;0;0
651;50;29;<=50K;0;0;0;0;1;0;0
652;70;39;<=50K;0;0;1;0;0;0;0
653;30;29;<=50K;1;0;0;0;0;0;0
654;40;25;<=50K;0;0;0;0;1;0;0
655;40;54;<=50K;0;0;1;0;0;0;0
656;50;51;>50K;0;0;0;0;1;0;0
657;35;36;<=50K;0;0;1;0;0;0;0
658;25;20;<=50K;0;0;0;0;1;0;0
659;40;29;<=50K;0;0;0;0;1;0;0
660;60;31;>50K;0;0;0;0;1;0;0
661;20;65;<=50K;0;0;0;0;0;0;1
662;40;33;>50K;0;0;1;0;0;0;0
663;45;22;<=50K;0;0;1;0;0;0;0
664;50;23;>50K;0;0;0;0;1;0;0
665;40;26;>50K;0;0;1;0;0;0;0
666;40;46;<=50K;0;0;1;0;0;0;0
667;45;40;<=50K;0;0;1;0;0;0;0
668;20;18;<=50K;0;0;0;0;1;0;0
669;40;39;>50K;0;0;1;0;0;0;0
670;40;51;<=50K;0;0;1;0;0;0;0
671;20;72;<=50K;0;0;1;0;0;0;0
672;30;20;<=50K;0;0;0;0;1;0;0
673;25;24;<=50K;0;0;0;0;1;0;0
674;40;50;<=50K;0;0;0;0;0;1;0
675;50;39;>50K;1;0;0;0;0;0;0
676;40;41;<=50K;0;0;1;0;0;0;0
677;35;46;>50K;0;0;1;0;0;0;0
678;30;23;<=50K;0;0;0;0;1;0;0
679;45;36;>50K;0;0;1;0;0;0;0
680;52;41;<=50K;0;0;1;0;0;0;0
681;60;38;>50K;0;0;0;1;0;0;0
682;16;74;<=50K;1;0;0;0;0;0;0
683;60;34;<=50K;0;0;0;0;0;1;0
684;50;31;>50K;0;0;1;0;0;0;0
685;15;22;<=50K;0;0;0;0;1;0;0
686;40;40;>50K;0;0;1;0;0;0;0
687;40;42;<=50K;1;0;0;0;0;0;0
688;40;40;<=50K;0;0;1;0;0;0;0
689;16;17;<=50K;0;0;0;0;1;0;0
690;45;30;>50K;0;0;0;0;1;0;0
691;40;51;<=50K;0;0;0;0;0;0;1
692;44;49;<=50K;0;0;1;0;0;0;0
693;21;72;<=50K;0;0;1;0;0;0;0
694;50;33;<=50K;0;0;1;0;0;0;0
695;40;41;<=50K;1;0;0;0;0;0;0
696;40;26;<=50K;0;0;0;0;1;0;0
697;10;23;<=50K;0;0;0;0;1;0;0
698;40;41;<=50K;1;0;0;0;0;0;0
699;36;19;<=50K;0;0;1;0;0;0;0
700;20;74;>50K;0;0;1;0;0;0;0
701;15;17;<=50K;0;0;0;0;1;0;0
702;35;21;<=50K;0;0;0;0;1;0;0
703;40;29;<=50K;1;0;0;0;0;0;0
704;40;42;<=50K;0;0;1;0;0;0;0
705;40;38;<=50K;0;0;1;0;0;0;0
706;10;19;<=50K;0;0;0;0;1;0;0
707;25;22;<=50K;0;0;0;0;1;0;0
708;50;32;<=50K;1;0;0;0;0;0;0
709;38;28;<=50K;0;0;0;0;1;0;0
710;62;33;<=50K;0;0;1;0;0;0;0
711;60;35;>50K;0;0;0;0;1;0;0
712;50;45;>50K;0;0;0;0;1;0;0
713;40;28;<=50K;0;0;1;0;0;0;0
714;60;42;>50K;0;0;1;0;0;0;0
715;20;35;>50K;0;0;1;0;0;0;0
716;50;24;<=50K;0;0;0;0;1;0;0
717;20;19;<=50K;0;0;0;0;1;0;0
718;60;40;>50K;0;0;1;0;0;0;0
719;40;25;<=50K;0;0;0;0;1;0;0
720;40;50;>50K;0;0;1;0;0;0;0
721;52;28;<=50K;0;0;0;0;1;0;0
722;40;33;<=50K;0;0;1;0;0;0;0
723;8;67;<=50K;0;0;1;0;0;0;0
724;46;30;<=50K;0;0;1;0;0;0;0
725;60;51;<=50K;0;0;1;0;0;0;0
726;12;17;<=50K;0;0;0;0;1;0;0
727;28;25;<=50K;0;0;0;0;1;0;0
728;40;52;>50K;0;0;1;0;0;0;0
729;40;56;<=50K;0;0;0;0;1;0;0
730;38;56;<=50K;1;0;0;0;0;0;0
731;75;30;<=50K;0;0;1;0;0;0;0
732;35;49;<=50K;1;0;0;0;0;0;0
733;40;41;<=50K;0;0;1;0;0;0;0
734;40;59;<=50K;0;0;1;0;0;0;0
735;15;23;<=50K;0;0;0;0;1;0;0
736;12;90;<=50K;0;0;0;0;1;0;0
737;40;38;<=50K;0;0;1;0;0;0;0
738;40;38;<=50K;1;0;0;0;0;0;0
739;40;29;<=50K;0;0;0;0;1;0;0
740;30;19;<=50K;0;0;0;0;1;0;0
741;20;21;<=50K;0;0;0;0;1;0;0
742;68;63;>50K;0;0;1;0;0;0;0
743;50;54;>50K;0;0;1;0;0;0;0
744;32;54;<=50K;1;0;0;0;0;0;0
745;15;55;<=50K;0;0;1;0;0;0;0
746;20;26;<=50K;0;0;0;0;1;0;0
747;20;18;<=50K;0;0;0;0;1;0;0
748;5;61;>50K;0;0;1;0;0;0;0
749;40;57;>50K;0;0;1;0;0;0;0
750;50;43;<=50K;0;0;1;0;0;0;0
751;45;52;>50K;1;0;0;0;0;0;0
752;40;24;<=50K;0;0;0;0;1;0;0
753;40;33;<=50K;1;0;0;0;0;0;0
754;40;36;<=50K;0;0;0;0;1;0;0
755;25;74;<=50K;0;0;0;0;0;0;1
756;40;33;<=50K;1;0;0;0;0;0;0
757;40;36;<=50K;0;0;1;0;0;0;0
758;44;27;<=50K;1;0;0;0;0;0;0
759;16;67;<=50K;0;0;1;0;0;0;0
760;40;34;<=50K;0;0;0;0;1;0;0
761;40;42;<=50K;1;0;0;0;0;0;0
762;30;60;<=50K;0;0;0;0;0;1;0
763;40;57;>50K;0;0;1;0;0;0;0
764;36;48;<=50K;0;0;1;0;0;0;0
765;43;30;<=50K;0;0;1;0;0;0;0
766;40;26;<=50K;0;0;0;0;1;0;0
767;40;63;<=50K;0;0;0;0;0;0;1
768;40;35;<=50K;0;0;1;0;0;0;0
769;45;31;<=50K;1;0;0;0;0;0;0
770;40;46;<=50K;0;0;0;1;0;0;0
771;45;50;>50K;0;0;1;0;0;0;0
772;20;23;<=50K;0;0;0;0;1;0;0
773;50;49;>50K;0;0;1;0;0;0;0
774;60;43;>50K;0;0;0;0;0;1;0
775;15;19;<=50K;0;0;0;0;1;0;0
776;40;60;<=50K;1;0;0;0;0;0;0
777;43;27;<=50K;0;0;1;0;0;0;0
778;35;20;<=50K;0;0;0;0;1;0;0
779;50;23;<=50K;0;0;0;0;1;0;0
780;16;17;<=50K;0;0;0;0;1;0;0
781;40;31;>50K;0;0;1;0;0;0;0
782;99;29;>50K;0;0;1;0;0;0;0
783;40;28;<=50K;0;0;0;0;1;0;0
784;40;22;<=50K;0;0;0;1;0;0;0
785;60;40;<=50K;0;0;1;0;0;0;0
786;60;53;<=50K;0;0;1;0;0;0;0
787;35;21;<=50K;0;0;0;0;1;0;0
788;65;42;<=50K;1;0;0;0;0;0;0
789;30;32;<=50K;1;0;0;0;0;0;0
790;50;22;<=50K;0;0;0;0;1;0;0
791;40;48;<=50K;0;0;0;0;1;0;0
792;40;59;<=50K;0;0;1;0;0;0;0
793;43;31;<=50K;0;0;1;0;0;0;0
794;36;46;<=50K;1;0;0;0;0;0;0
795;40;27;<=50K;0;0;1;0;0;0;0
796;55;18;<=50K;0;0;0;0;1;0;0
797;15;19;<=50K;0;0;0;0;1;0;0
798;20;55;<=50K;1;0;0;0;0;0;0
799;30;18;<=50K;0;0;0;0;1;0;0
800;40;63;>50K;0;0;1;0;0;0;0
801;38;44;>50K;0;0;1;0;0;0;0
802;45;40;<=50K;0;0;0;0;1;0;0
803;45;33;<=50K;0;0;0;0;1;0;0
804;40;36;<=50K;0;0;0;0;1;0;0
805;60;42;>50K;0;0;0;0;1;0;0
806;38;25;<=50K;0;0;0;0;1;0;0
807;15;18;<=50K;0;0;0;0;1;0;0
808;40;27;<=50K;0;0;0;0;1;0;0
809;40;30;<=50K;0;0;0;1;0;0;0
810;16;17;<=50K;0;0;0;0;1;0;0
811;40;39;>50K;0;0;1;0;0;0;0
812;4;78;<=50K;0;0;0;0;0;0;1
813;55;33;>50K;0;0;1;0;0;0;0
814;40;54;<=50K;0;0;1;0;0;0;0
815;20;19;<=50K;0;0;0;0;1;0;0
816;12;18;<=50K;0;0;0;0;1;0;0
817;45;54;<=50K;0;0;1;0;0;0;0
818;40;47;>50K;0;0;1;0;0;0;0
819;70;43;<=50K;0;0;1;0;0;0;0
820;65;35;>50K;0;0;1;0;0;0;0
821;45;43;<=50K;0;0;1;0;0;0;0
822;40;23;<=50K;0;0;0;0;1;0;0
823;40;70;<=50K;0;0;1;0;0;0;0
824;48;29;>50K;0;0;1;0;0;0;0
825;40;41;<=50K;0;0;0;0;1;0;0
826;45;30;>50K;0;0;1;0;0;0;0
827;40;51;<=50K;0;0;1;0;0;0;0
828;40;67;<=50K;0;0;0;0;1;0;0
829;40;30;<=50K;0;0;0;0;1;0;0
830;40;20;<=50K;0;0;0;0;1;0;0
831;40;35;<=50K;1;0;0;0;0;0;0
832;25;20;<=50K;0;0;0;0;1;0;0
833;50;47;>50K;0;0;1;0;0;0;0
834;40;25;>50K;0;0;0;0;1;0;0
835;20;38;>50K;0;0;1;0;0;0;0
836;38;41;>50K;0;0;1;0;0;0;0
837;18;20;<=50K;0;0;0;0;1;0;0
838;35;20;<=50K;0;0;0;0;1;0;0
839;60;51;<=50K;0;0;1;0;0;0;0
840;40;30;<=50K;1;0;0;0;0;0;0
841;40;36;<=50K;1;0;0;0;0;0;0
842;40;64;<=50K;0;0;1;0;0;0;0
843;25;46;>50K;1;0;0;0;0;0;0
844;40;26;<=50K;0;0;0;0;1;0;0
845;12;17;<=50K;0;0;0;0;1;0;0
846;60;18;<=50K;0;0;0;0;1;0;0
847;20;26;<=50K;0;0;0;0;1;0;0
848;45;38;<=50K;1;0;0;0;0;0;0
849;40;45;<=50K;0;0;1;0;0;0;0
850;40;43;<=50K;0;0;1;0;0;0;0
851;42;33;>50K;0;0;1;0;0;0;0
852;30;18;<=50K;0;0;0;0;1;0;0
853;32;24;<=50K;1;0;0;0;0;0;0
854;70;52;>50K;0;0;1;0;0;0;0
855;40;33;>50K;0;0;1;0;0;0;0
856;40;22;<=50K;0;0;0;0;1;0;0
857;42;31;<=50K;0;0;1;0;0;0;0
858;35;59;<=50K;0;0;0;0;0;1;0
859;40;90;<=50K;0;0;0;0;1;0;0
860;80;62;<=50K;0;0;1;0;0;0;0
861;34;29;<=50K;1;0;0;0;0;0;0
862;40;25;<=50K;0;0;0;0;1;0;0
863;40;26;<=50K;0;0;0;0;1;0;0
864;40;19;<=50K;0;0;0;0;1;0;0
865;18;70;<=50K;0;0;1;0;0;0;0
866;70;33;<=50K;0;0;0;0;1;0;0
867;35;18;<=50K;0;0;0;0;1;0;0
868;40;53;<=50K;1;0;0;0;0;0;0
869;45;57;>50K;0;0;1;0;0;0;0
870;30;24;<=50K;0;0;0;0;1;0;0
871;60;29;<=50K;0;0;0;0;1;0;0
872;40;44;>50K;0;0;1;0;0;0;0
873;40;28;<=50K;0;0;1;0;0;0;0
874;40;20;<=50K;0;0;0;0;1;0;0
875;15;18;<=50K;0;0;0;0;1;0;0
876;40;18;<=50K;0;0;0;0;1;0;0
877;40;51;<=50K;0;0;1;0;0;0;0
878;40;43;<=50K;1;0;0;0;0;0;0
879;40;46;<=50K;1;0;0;0;0;0;0
880;48;46;>50K;1;0;0;0;0;0;0
881;27;18;<=50K;0;0;0;0;1;0;0
882;40;58;<=50K;0;0;0;0;0;0;1
883;30;21;<=50K;0;0;0;0;1;0;0
884;60;49;<=50K;0;0;1;0;0;0;0
885;25;20;<=50K;0;0;0;0;1;0;0
886;40;29;<=50K;1;0;0;0;0;0;0
887;58;61;>50K;0;0;1;0;0;0;0
888;5;78;<=50K;0;0;0;0;0;0;1
889;33;70;<=50K;0;0;1;0;0;0;0
890;50;21;<=50K;0;0;0;0;1;0;0
891;24;47;<=50K;0;0;1;0;0;0;0
892;55;31;>50K;0;0;0;0;1;0;0
893;60;54;<=50K;1;0;0;0;0;0;0
894;40;29;<=50K;0;0;0;0;1;0;0
895;40;47;<=50K;0;0;0;0;1;0;0
896;50;40;>50K;0;0;1;0;0;0;0
897;3;36;<=50K;0;0;0;0;0;1;0
898;40;57;<=50K;0;0;1;0;0;0;0
899;40;23;<=50K;0;0;0;0;1;0;0
900;50;66;<=50K;0;0;1;0;0;0;0
901;40;44;<=50K;0;0;1;0;0;0;0
902;40;52;>50K;0;0;1;0;0;0;0
903;50;59;<=50K;0;0;1;0;0;0;0
904;40;33;<=50K;0;0;0;0;1;0;0
905;48;40;<=50K;1;0;0;0;0;0;0
906;20;50;>50K;0;0;1;0;0;0;0
907;38;44;>50K;0;0;1;0;0;0;0
908;40;44;<=50K;0;0;1;0;0;0;0
909;40;28;<=50K;0;1;0;0;0;0;0
910;40;56;<=50K;0;0;1;0;0;0;0
911;40;47;<=50K;0;0;1;0;0;0;0
912;40;62;<=50K;0;0;1;0;0;0;0
913;40;42;<=50K;0;0;0;0;1;0;0
914;40;21;<=50K;0;0;0;0;1;0;0
915;40;40;<=50K;1;0;0;0;0;0;0
916;40;19;<=50K;1;0;0;0;0;0;0
917;50;41;>50K;0;0;1;0;0;0;0
918;45;46;>50K;0;0;1;0;0;0;0
919;50;30;<=50K;0;0;0;0;1;0;0
920;5;17;<=50K;0;0;0;0;1;0;0
921;40;52;<=50K;1;0;0;0;0;0;0
922;40;22;<=50K;0;0;0;0;1;0;0
923;40;45;>50K;0;0;1;0;0;0;0
924;36;21;<=50K;0;0;0;0;1;0;0
925;40;26;<=50K;0;0;0;0;1;0;0
926;40;38;>50K;0;0;1;0;0;0;0
927;26;28;<=50K;0;0;0;0;1;0;0
928;20;69;<=50K;0;0;0;0;0;0;1
929;50;43;<=50K;0;0;0;0;0;1;0
930;40;64;<=50K;0;0;1;0;0;0;0
931;40;32;<=50K;0;0;0;0;1;0;0
932;35;39;<=50K;0;0;1;0;0;0;0
933;35;54;<=50K;0;0;0;0;0;0;1
934;3;31;<=50K;0;0;0;0;1;0;0
935;40;43;>50K;0;0;1;0;0;0;0
936;40;30;<=50K;0;0;1;0;0;0;0
937;40;45;<=50K;0;0;0;0;1;0;0
938;40;43;>50K;0;0;1;0;0;0;0
939;50;46;<=50K;0;0;1;0;0;0;0
940;40;21;<=50K;0;0;0;0;1;0;0
941;40;51;>50K;0;0;1;0;0;0;0
942;40;61;<=50K;1;0;0;0;0;0;0
943;40;34;<=50K;0;0;0;0;1;0;0
944;40;23;<=50K;0;0;0;0;1;0;0
945;40;50;<=50K;0;0;1;0;0;0;0
946;40;30;>50K;0;0;1;0;0;0;0
947;50;34;<=50K;0;0;0;0;1;0;0
948;40;48;<=50K;0;0;0;0;1;0;0
949;40;29;<=50K;0;0;0;0;1;0;0
950;40;50;<=50K;0;0;1;0;0;0;0
951;35;44;>50K;0;0;1;0;0;0;0
952;40;21;>50K;0;0;0;0;1;0;0
953;35;21;<=50K;0;0;0;0;1;0;0
954;40;25;<=50K;0;0;0;0;1;0;0
955;65;46;>50K;1;0;0;0;0;0;0
956;40;44;<=50K;1;0;0;0;0;0;0
957;30;44;<=50K;0;0;1;0;0;0;0
958;40;48;<=50K;0;0;1;0;0;0;0
959;50;60;<=50K;0;0;1;0;0;0;0
960;40;42;<=50K;0;0;0;0;1;0;0
961;40;54;<=50K;0;0;0;0;0;0;1
962;55;58;>50K;0;0;1;0;0;0;0
963;40;24;<=50K;0;0;0;0;1;0;0
964;40;23;<=50K;0;0;0;0;1;0;0
965;20;41;<=50K;0;0;1;0;0;0;0
966;40;47;<=50K;0;0;0;0;1;0;0
967;16;21;<=50K;0;0;0;0;1;0;0
968;5;64;<=50K;0;0;1;0;0;0;0
969;60;34;<=50K;0;0;1;0;0;0;0
970;60;63;>50K;0;0;1;0;0;0;0
971;76;33;>50K;0;0;1;0;0;0;0
972;40;42;<=50K;0;0;0;0;1;0;0
973;40;21;<=50K;0;0;0;0;1;0;0
974;60;44;>50K;0;0;1;0;0;0;0
975;40;25;<=50K;0;0;0;1;0;0;0
976;10;66;<=50K;0;0;1;0;0;0;0
977;42;36;>50K;0;0;1;0;0;0;0
978;40;52;<=50K;0;0;1;0;0;0;0
979;40;28;<=50K;0;0;1;0;0;0;0
980;40;31;<=50K;0;0;0;0;1;0;0
981;65;58;<=50K;1;0;0;0;0;0;0
982;45;42;>50K;0;0;1;0;0;0;0
983;30;24;<=50K;0;0;0;0;1;0;0
984;20;58;>50K;0;0;1;0;0;0;0
985;40;58;<=50K;0;0;1;0;0;0;0
986;45;22;<=50K;0;0;1;0;0;0;0
987;92;36;<=50K;0;0;1;0;0;0;0
988;35;41;>50K;0;0;1;0;0;0;0
989;15;73;<=50K;0;0;0;0;0;0;1
990;40;28;<=50K;0;0;0;0;1;0;0
991;55;50;>50K;0;0;1;0;0;0;0
992;40;50;<=50K;0;0;0;0;1;0;0
993;20;60;<=50K;0;0;0;0;0;1;0
994;35;20;<=50K;0;0;0;0;1;0;0
995;40;23;<=50K;0;0;0;0;1;0;0
996;40;28;<=50K;1;0;0;0;0;0;0
997;20;17;<=50K;0;0;0;0;1;0;0
998;40;49;<=50K;0;0;1;0;0;0;0
999;40;34;>50K;0;0;1;0;0;0;0
1000;40;57;>50K;0;0;1;0;0;0;0
1001;15;47;<=50K;1;0;0;0;0;0;0
1002;15;50;<=50K;0;0;1;0;0;0;0
1003;60;25;<=50K;0;0;0;0;1;0;0
1004;40;33;<=50K;0;0;0;0;1;0;0
1005;40;30;<=50K;0;0;0;0;1;0;0
1006;30;52;<=50K;1;0;0;0;0;0;0
1007;42;47;>50K;0;0;1;0;0;0;0
1008;50;25;>50K;0;0;1;0;0;0;0
1009;50;19;<=50K;0;0;0;0;1;0;0
1010;40;28;<=50K;0;0;1;0;0;0;0
1011;30;21;<=50K;0;0;0;0;1;0;0
1012;40;28;<=50K;0;0;0;1;0;0;0
1013;42;27;<=50K;0;0;0;0;1;0;0
1014;50;54;<=50K;0;0;1;0;0;0;0
1015;55;31;<=50K;0;0;1;0;0;0;0
1016;30;17;<=50K;0;0;0;0;1;0;0
1017;40;35;<=50K;0;0;1;0;0;0;0
1018;45;37;<=50K;0;0;1;0;0;0;0
1019;20;18;<=50K;0;0;0;0;1;0;0
1020;24;65;<=50K;0;0;0;0;0;0;1
1021;40;42;<=50K;0;0;1;0;0;0;0
1022;40;32;<=50K;0;0;0;0;0;1;0
1023;40;50;>50K;0;0;1;0;0;0;0
1024;30;39;>50K;1;0;0;0;0;0;0
1025;40;43;<=50K;0;0;0;0;1;0;0
1026;40;34;<=50K;0;0;1;0;0;0;0
1027;45;41;<=50K;1;0;0;0;0;0;0
1028;20;76;<=50K;0;0;1;0;0;0;0
1029;40;33;<=50K;0;0;0;0;1;0;0
1030;35;73;<=50K;1;0;0;0;0;0;0
1031;50;26;<=50K;0;0;0;0;1;0;0
1032;40;64;<=50K;0;0;1;0;0;0;0
1033;40;34;<=50K;0;0;0;0;1;0;0
1034;30;30;<=50K;0;0;1;0;0;0;0
1035;40;44;>50K;1;0;0;0;0;0;0
1036;40;17;<=50K;0;0;0;0;1;0;0
1037;30;52;<=50K;0;0;1;0;0;0;0
1038;60;33;>50K;0;0;1;0;0;0;0
1039;5;41;>50K;1;0;0;0;0;0;0
1040;45;54;>50K;0;0;1;0;0;0;0
1041;55;36;<=50K;0;0;1;0;0;0;0
1042;40;22;<=50K;0;0;1;0;0;0;0
1043;40;44;>50K;0;0;1;0;0;0;0
1044;40;39;<=50K;0;0;1;0;0;0;0
1045;40;44;<=50K;0;0;1;0;0;0;0
1046;20;20;<=50K;0;0;0;0;1;0;0
1047;40;51;>50K;0;0;1;0;0;0;0
1048;55;57;<=50K;0;0;1;0;0;0;0
1049;50;25;<=50K;0;0;1;0;0;0;0
1050;40;27;<=50K;0;0;0;0;1;0;0
1051;24;23;<=50K;0;0;0;0;1;0;0
1052;40;37;>50K;0;0;1;0;0;0;0
1053;40;33;>50K;0;0;1;0;0;0;0
1054;70;49;>50K;0;0;0;0;1;0;0
1055;37;30;<=50K;1;0;0;0;0;0;0
1056;45;32;>50K;0;0;1;0;0;0;0
1057;40;30;<=50K;1;0;0;0;0;0;0
1058;40;29;<=50K;1;0;0;0;0;0;0
1059;42;29;<=50K;0;0;0;0;0;1;0
1060;40;25;<=50K;0;0;0;0;1;0;0
1061;40;51;<=50K;0;0;1;0;0;0;0
1062;35;32;<=50K;0;0;0;0;1;0;0
1063;45;28;<=50K;0;0;1;0;0;0;0
1064;70;30;<=50K;0;0;0;0;1;0;0
1065;40;37;<=50K;0;0;1;0;0;0;0
1066;38;29;<=50K;0;0;0;0;1;0;0
1067;80;28;<=50K;0;0;0;0;0;1;0
1068;55;35;<=50K;0;0;1;0;0;0;0
1069;55;40;>50K;0;0;1;0;0;0;0
1070;40;34;<=50K;0;0;0;0;1;0;0
1071;40;54;>50K;0;0;1;0;0;0;0
1072;40;42;<=50K;1;0;0;0;0;0;0
1073;55;33;>50K;0;0;1;0;0;0;0
1074;40;30;<=50K;0;0;0;0;1;0;0
1075;40;34;<=50K;0;0;0;0;1;0;0
1076;60;47;>50K;0;0;1;0;0;0;0
1077;35;36;<=50K;0;0;1;0;0;0;0
1078;40;23;<=50K;0;0;1;0;0;0;0
1079;35;43;<=50K;1;0;0;0;0;0;0
1080;40;35;<=50K;0;0;1;0;0;0;0
1081;40;19;<=50K;0;0;0;1;0;0;0
1082;30;21;<=50K;0;0;0;0;1;0;0
1083;40;48;>50K;0;0;1;0;0;0;0
1084;25;30;<=50K;0;0;1;0;0;0;0
1085;25;20;<=50K;0;0;0;0;1;0;0
1086;50;72;<=50K;0;0;1;0;0;0;0
1087;38;50;>50K;1;0;0;0;0;0;0
1088;27;65;<=50K;0;0;1;0;0;0;0
1089;36;35;<=50K;0;0;0;1;0;0;0
1090;60;34;>50K;0;0;0;0;1;0;0
1091;48;32;<=50K;0;0;1;0;0;0;0
1092;40;54;>50K;0;0;1;0;0;0;0
1093;40;21;<=50K;0;0;0;0;1;0;0
1094;6;35;<=50K;1;0;0;0;0;0;0
1095;40;23;<=50K;0;0;1;0;0;0;0
1096;40;25;<=50K;0;0;0;0;1;0;0
1097;40;58;<=50K;0;0;0;0;0;1;0
1098;62;32;<=50K;1;0;0;0;0;0;0
1099;25;39;<=50K;0;0;0;0;1;0;0
1100;40;23;<=50K;0;0;0;0;1;0;0
1101;40;45;<=50K;0;0;1;0;0;0;0
1102;40;36;<=50K;0;0;0;0;1;0;0
1103;40;37;>50K;0;0;1;0;0;0;0
1104;50;52;<=50K;0;0;0;0;0;1;0
1105;55;62;>50K;0;0;1;0;0;0;0
1106;38;62;<=50K;0;0;0;0;0;0;1
1107;40;60;>50K;0;0;1;0;0;0;0
1108;56;48;>50K;0;0;1;0;0;0;0
1109;40;28;<=50K;0;0;1;0;0;0;0
1110;40;42;>50K;0;0;1;0;0;0;0
1111;20;24;<=50K;0;0;0;0;1;0;0
1112;40;27;<=50K;0;0;0;0;1;0;0
1113;24;37;>50K;0;0;1;0;0;0;0
